idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P7250	P7260	P7280	P7280s1	P7310	P7320	P7350	P7350s1	P7360	P7390	P7390s1	P7420	P7420s1	P7420s2	P7420s3	P7420s4	P7420s5	P7420s6	P7420s7	P7420s8	P7420s7a1	P7422	P7422s1	P9460	Oficio1	Oficio2	Rama2d_d	Dsi	Dscy	Rama4d_d	Mes	Dpto	empleado
3754172141	3754172	1	4	1	70	5	16	48	1		2	23	1		9	2										1		2		2	45	45	52	1	2	5237	6	5	0
3754184141	3754184	1	4	1	70	5	2	48	1		2	2	1		3	1										1		2		2	95	95	45	1	1	4521	6	5	0
3754188111	3754188	1	1	1	70	5	16	48	1		2	16	1		9	1										1		2		2	44	32	80	1	2	8050	6	5	0
3754553111	3754553	1	1	1	70	52	26	48	1		2	26	2		9	1					1							2		2	21	39	41	1	2	4100	6	52	0
3754559131	3754559	1	3	1	70	52	2	48	2		2	2	4		9	1					1							1	2500000	2	7	7	75	1	1	7513	6	52	0
3754569141	3754569	1	4	1	70	52	26	48	1		2	8	3		1	1										1		2		2	45	54	95	1	2	9500	6	52	0
3754573131	3754573	1	3	1	70	52	8	48	2		2	26	1		3	4										1		2		2	21	45	52	1	1	5233	6	52	0
3754573151	3754573	1	5	1	70	52	4	24	1		2	52	1		4	2										1		2		2	45	45	18	1	1	1810	6	52	0
3754582121	3754582	1	2	1	70	52	52	40	3		2	104	3		1	1										1		2		2	55	54	95	1	2	9500	6	52	0
3754584111	3754584	1	1	1	70	52	16	48	1		2	16	1		3	2										1		1	80000	2	84	99	50	1	2	5020	6	52	0
3754596121	3754596	1	2	1	70	52	52	48	1		1							.									.				53			1	2		6	52	0
3754597131	3754597	1	3	1	70	52	4	44	1		1							.									.				95			1	1		6	52	0
37546221141	3754622	1	14	1	70	52	2	48	1		2	2	4		1	1										1		1	140000	2	33	44	64	1	1	6421	6	52	0
3754630121	3754630	1	2	1	70	52	8	24	1		2	52	1		9	1										1		2		2	45	32	65	1	1	6596	6	52	0
3754631121	3754631	1	2	1	70	52	34	24	1		2	260	1		2	2										1		2		2	45	45	52	1	2	5239	6	52	0
3754641121	3754641	1	2	1	70	52	8	24	4		2	108	1		3	1										1		2		2	55	45	52	1	1	5234	6	52	0
3754641171	3754641	1	7	1	70	52	24	24	1		2	164	1		7	8										1		2		2	45	79	18	1	2	1810	6	52	0
3754649121	3754649	1	2	1	70	73	2	70	4		2	2	1		7	1										1		1	700000	2	41	37	85	1	1	8532	6	73	0
3754656151	3754656	1	5	1	70	73	4	48	1		2	4	1		4	4										1		1	200000	2	53	53	55	1	1	5521	6	73	0
3754661121	3754661	1	2	1	70	73	24	48	1		2	104	1		8	4										1		2		2	13	13	80	1	2	8043	6	73	0
3754671121	3754671	1	2	1	70	73	16	48	1		2	16	1		2	4										1		2		2	53	53	55	1	2	5521	6	73	0
3754676141	3754676	1	4	1	70	73	1	48	1		2	16	1		2	4										1		2		2	95	95	45	1	1	4521	6	73	0
3754679131	3754679	1	3	1	70	73	12	54	1		2	12	1		3	4										1		2		2	95	95	45	1	1	4521	6	73	0
3754680121	3754680	1	2	1	70	73	2	40	1		2	2	1		2	4										1		2		2	83	83	28	1	1	2811	6	73	0
3754699121	3754699	1	2	1	70	73	48	48	2		2	96	2		9	2			1									2		2	21	21	75	1	2	7513	6	73	0
3754707111	3754707	1	1	1	70	73	1	40	1		2	240	1		7	1										1		2		2	19	53	55	1	1	5521	6	73	0
3754724111	3754724	1	1	1	70	73	2	48	1		2	4	1		9	4										1		1	685000	2	39	39	85	1	1	8512	6	73	0
3754739121	3754739	1	2	1	70	73	48	48	1		2	2	1		3	4										1		1	800000	2	62	79	18	1	2	1810	6	73	0
3754741121	3754741	1	2	1	70	73	4	48	1		2	4	1		2	8										1		1	500000	2	95	95	45	1	1	4521	6	73	0
3754741131	3754741	1	3	1	70	73	6	48	1		2	8	1		3	8										1		2		2	95	61	1	1	1	115	6	73	0
3754749131	3754749	1	3	1	70	73	24	48	1		2	24	4		9	2										1		2		2	39	39	80	1	2	8050	6	73	0
3754752121	3754752	1	2	1	70	73	12	48	1		2	24	1		3	2										1		2		2	37	45	52	1	1	5233	6	73	0
3754754121	3754754	1	2	1	70	73	56	48	1		2	72	1		9	3										1		2		2	33	45	15	1	2	1530	6	73	0
3754758111	3754758	1	1	1	70	73	4	48	4		2	5	4		1	1										1		1	600000	2	41	93	45	1	1	4552	6	73	0
3754760121	3754760	1	2	1	70	73	48	48	2		2	96	4		9	1										1		2		2	32	32	75	1	2	7512	6	73	0
3754762111	3754762	1	1	1	70	73	40	60	1		2	36	4		9	1										1		2		2	30	19	75	1	2	7515	6	73	0
3754767111	3754767	1	1	1	70	73	4	48	1		2	4	1		9	1										1		1	644000	2	32	32	80	1	1	8050	6	73	0
3754774131	3754774	1	3	1	70	73	96	48	1		2	16	1		4	1										1		2		2	34	79	18	1	2	1810	6	73	0
3754870161	3754870	1	6	1	70	13	140	40	1		2	170	4		1	2										1		2		2	12	12	74	1	2	7411	6	13	0
3754872131	3754872	1	3	1	70	13	1	50	4		2	3	4		1	4										1		2		2	95	95	45	1	1	4521	6	13	0
3754911131	3754911	1	3	1	70	13	52	48	1		1							.									.				5			1	2		6	13	0
3754914161	3754914	1	6	1	70	13	2	48	1		2	2	1		9	2										1		1	275000	2	19	19	80	1	1	8050	6	13	0
3754924111	3754924	1	1	1	70	13	8	48	1		2	12	3		1	1										1		2		2	58	54	95	1	1	9500	6	13	0
3754926111	3754926	1	1	1	70	13	24	48	1		2	104	1		9	2										1		2		2	39	39	75	1	2	7513	6	13	0
3754930121	3754930	1	2	1	70	13	12	48	1		2	12	1		9	8										1		2		2	39	39	52	1	1	5211	6	13	0
3754932131	3754932	1	3	1	70	13	4	48	1		2	20	4		1	8										1		2		2	37	95	45	1	1	4559	6	13	0
3754933111	3754933	1	1	1	70	13	4	48	1		2	4	1		9	1										1		2		2	58	58	50	1	1	5011	6	13	0
3754933121	3754933	1	2	1	70	13	150	48	1		2	300	1		7	2										1		2		2	13	13	80	1	2	8042	6	13	0
3754933131	3754933	1	3	1	70	13	104	48	1		2	104	2		9	1										1		2		2	32	32	75	1	2	7512	6	13	0
3754939121	3754939	1	2	1	70	13	208	48	1		2	208	1		9	2										1		2		2	32	32	75	1	2	7515	6	13	0
3754939131	3754939	1	3	1	70	13	4	48	1		2	52	1		9	2										1		2		2	39	33	52	1	1	5261	6	13	0
3755028121	3755028	1	2	1	70	13	8	10	3		2	6	3		1	8										1		2		2	54	54	95	1	1	9500	6	13	0
3755030141	3755030	1	4	1	70	13	24	8	1		1							.									.				32			1	2		6	13	0
3755033131	3755033	1	3	1	70	13	52	8	1		2	52	1		3	3			1									2		2	21	40	52	1	2	5233	6	13	0
3755055151	3755055	1	5	1	70	13	20	40	1		2	20	4		1	1										1		2		2	33	98	60	1	2	6031	6	13	0
3755065141	3755065	1	4	1	70	13	32	48	1		2	32	1		6	1										1		2		2	97	45	52	1	2	5233	6	13	0
3755072131	3755072	1	3	1	70	13	24	48	1		2	24	1		7	1										1		2		2	21	40	52	1	2	5233	6	13	0
3755076131	3755076	1	3	1	70	13	40	48	1		2	40	1		9	1										1		2		2	58	39	80	1	2	8050	6	13	0
3755097141	3755097	1	4	1	70	13	28	40	1		2	28	1		3	4										1		2		2	2	45	52	1	2	5233	6	13	0
3755101131	3755101	1	3	1	70	13	12	40	1		2	12	4		1	1										1		2		2	33	55	74	1	1	7493	6	13	0
3755109141	3755109	1	4	1	70	13	60	40	1		1							.									.				55			1	2		6	13	0
3755430111	3755430	1	1	1	70	50	8	48	4		2	8	1		2	1										1		2		2	95	95	45	1	1	4521	6	50	0
3755432121	3755432	1	2	1	70	50	72	48	1		2	3	4		2	1										1		2		2	58	95	45	1	2	4521	6	50	0
3755433141	3755433	1	4	1	70	50	52	40	3		2	2	3		1	1										1		1	50000	2	54	54	95	1	2	9500	6	50	0
3755434131	3755434	1	3	1	70	50	8	48	1		2	8	1		9	1										1		2		2	33	33	52	1	1	5237	6	50	0
3755443121	3755443	1	2	1	70	50	72	48	1		2	98	2		9	1			1									2		2	58	58	75	1	2	7524	6	50	0
3755445131	3755445	1	3	1	70	50	3	48	1		2	4	1		3	1										1		2		2	95	59	92	1	1	9241	6	50	0
3755448121	3755448	1	2	1	70	50	4	48	3		2	4	3		1	2										1		2		2	54	54	95	1	1	9500	6	50	0
3755457212	3755457	2	1	2	70	50	1	48	1		2	1	1		9	8										1		1	1700000	2	85	85	45	1	1	4542	6	50	0
3755457222	3755457	2	2	2	70	50	24	48	1		1							.									.				45			1	2		6	50	0
3755458111	3755458	1	1	1	70	50	12	40	1		2	12	1		7	8										1		2		2	3	3	45	1	1	4530	6	50	0
3755463111	3755463	1	1	1	70	50	3	56	1		2	3	1		6	1										1		1	600000	2	95	95	45	1	1	4521	6	50	0
3755464161	3755464	1	6	1	70	50	2	48	1		2	64	1		2	2										1		2		2	45	45	52	1	1	5244	6	50	0
3755466121	3755466	1	2	1	70	50	32	48	1		2	52	1		4	1										1		2		2	55	59	92	1	2	9242	6	50	0
3755467222	3755467	2	2	2	70	50	12	48	1		2	12	1		9	2										1		2		2	59	59	52	1	1	5231	6	50	0
3755468131	3755468	1	3	1	70	50	6	48	1		2	6	1		3	2										1		1	350000	2	45	45	52	1	1	5246	6	50	0
3755483121	3755483	1	2	1	70	50	4	48	1		2	4	4		1	1					1							2		2	98	98	60	1	1	6021	6	50	0
3755484111	3755484	1	1	1	70	50	8	48	1		2	8	1		6	1										1		2		2	95	95	45	1	1	4521	6	50	0
3755487121	3755487	1	2	1	70	50	48	48	1		2	48	1		3	2										1		2		2	19	19	52	1	2	5239	6	50	0
3755492141	3755492	1	4	1	70	50	2	48	1		2	104	1		4	2										1		2		2	32	38	64	1	1	6422	6	50	0
3755503121	3755503	1	2	1	70	50	4	48	1		2	6	1		3	1										1		2		2	45	45	52	1	1	5234	6	50	0
3755505121	3755505	1	2	1	70	50	8	48	1		2	98	1		2	1										1		2		2	45	45	52	1	1	5219	6	50	0
3755587141	3755587	1	4	1	70	66	16	48	1		2	156	1		5	2										1		2		2	3	53	55	1	2	5521	6	66	0
3755588121	3755588	1	2	1	70	66	20	48	1		2	20	1		9	4										1		2		2	21	40	52	1	2	5233	6	66	0
3755592121	3755592	1	2	1	70	66	4	48	1		1							.									.				3			1	1		6	66	0
3755599121	3755599	1	2	1	70	66	8	48	1		2	8	1		9	4										1		2		2	95	95	45	1	1	4521	6	66	0
3755618151	3755618	1	5	1	70	66	52	48	1		2	52	1		4	1										1		2		2	33	33	55	1	2	5521	6	66	0
3755627121	3755627	1	2	1	70	66	8	56	1		2	8	1		3	2										1		2		2	98	98	60	1	1	6021	6	66	0
3755636121	3755636	1	2	1	70	66	52	48	1		2	52	1		9	2										1		2		2	59	59	18	1	2	1810	6	66	0
3755637111	3755637	1	1	1	70	66	8	48	1		2	8	1		4	1										1		2		2	95	58	55	1	1	5530	6	66	0
3755639121	3755639	1	2	1	70	66	8	48	3		2	99	1		9	2										1		2		2	54	59	18	1	1	1810	6	66	0
3755641131	3755641	1	3	1	70	66	24	48	1		2	24	4		1	1										1		2		2	45	54	85	1	2	8532	6	66	0
3755649121	3755649	1	2	1	70	76	25	48	1		2	312	1		5	2										1		2		2	13	13	80	1	2	8011	6	76	0
3755650161	3755650	1	6	1	70	76	3	40	1		2	6	1		3	1										1		2		2	58	94	25	1	1	2529	6	76	0
3755655111	3755655	1	1	1	70	76	28	48	4		2	208	1		5	2										1		2		2	98	50	52	1	2	5225	6	76	0
3755659161	3755659	1	6	1	70	76	25	48	1		2	18	1		9	1										1		1	100000	2	45	45	18	1	2	1810	6	76	0
3755660141	3755660	1	4	1	70	76	5	48	1		2	104	1		4	1										1		2		2	3	85	72	1	1	7250	6	76	0
3755660151	3755660	1	5	1	70	76	52	48	1		2	52	1		8	1										1		2		2	45	90	60	1	2	6041	6	76	0
3755661121	3755661	1	2	1	70	76	25	48	1		2	208	1		7	1										1		2		2	55	53	55	1	2	5521	6	76	0
3755661141	3755661	1	4	1	70	76	8	48	1		2	8	1		5	2										1		2		2	45	97	52	1	1	5211	6	76	0
3755684121	3755684	1	2	1	70	76	20	48	1		2	24	1		7	1										1		2		2	2	2	45	1	2	4521	6	76	0
3755694121	3755694	1	2	1	70	76	2	48	1		2	104	4		6	4										1		2		2	45	59	85	1	1	8532	6	76	0
3755696131	3755696	1	3	1	70	76	12	50	1		1							.									.				18			1	1		6	76	0
3755702131	3755702	1	3	1	70	76	8	48	1		1							.									.				97			1	1		6	76	0
3755702141	3755702	1	4	1	70	76	4	48	1		1							.									.				45			1	1		6	76	0
3755713131	3755713	1	3	1	70	76	36	48	1		2	32	3		1	1										1		2		2	45	59	95	1	2	9500	6	76	0
3755717121	3755717	1	2	1	70	76	26	30	4		2	60	3		1	1										1		2		2	54	54	95	1	2	9500	6	76	0
3755728131	3755728	1	3	1	70	76	20	48	1		2	21	1		5	1			1									2		2	85	85	45	1	2	4543	6	76	0
3755730111	3755730	1	1	1	70	76	52	48	3		2	3	3		1	1										1		1	500000	2	54	54	95	1	2	9500	6	76	0
3755730121	3755730	1	2	1	70	76	52	48	1		2	12	1		3	1										1		2		2	39	53	55	1	2	5529	6	76	0
3755731131	3755731	1	3	1	70	76	17	60	1		1							.									.				55			1	2		6	76	0
3755738131	3755738	1	3	1	70	76	4	36	1		2	4	1		6	4										1		2		2	53	33	55	1	1	5529	6	76	0
3755740151	3755740	1	5	1	70	76	6	48	1		2	4	1		2	4										1		1	420000	2	59	38	64	1	1	6421	6	76	0
3755742121	3755742	1	2	1	70	76	4	48	1		2	4	1		9	4										1		1	690000	2	37	39	64	1	1	6412	6	76	0
3755749111	3755749	1	1	1	70	76	4	48	4		2	4	4		1	1										1		1	600000	2	55	55	74	1	1	7493	6	76	0
3755749121	3755749	1	2	1	70	76	30	48	1		2	96	1		4	1										1		2		2	45	97	51	1	2	5151	6	76	0
3755758141	3755758	1	4	1	70	76	12	48	1		2	12	1		7	3										1		2		2	96	96	64	1	1	6421	6	76	0
3755762121	3755762	1	2	1	70	76	24	48	4		2	24	4		1	1										1		2		2	54	55	74	1	2	7493	6	76	0
3755763121	3755763	1	2	1	70	76	20	48	1		2	200	1		9	2										1		2		2	45	45	64	1	2	6421	6	76	0
3755767131	3755767	1	3	1	70	76	4	48	1		2	48	1		6	4										1		2		2	53	53	52	1	1	5225	6	76	0
3755780131	3755780	1	3	1	70	76	28	48	1		2	20	1		5	4										1		2		2	45	70	52	1	2	5234	6	76	0
3755786121	3755786	1	2	1	70	76	52	40	3		2	36	4		1	4										1		2		2	54	55	74	1	2	7493	6	76	0
3755787121	3755787	1	2	1	70	76	2	48	1		2	108	1		3	1										1		2		2	34	45	52	1	1	5234	6	76	0
3755791131	3755791	1	3	1	70	23	8	48	1		1							.									.				45			1	1		6	23	0
3755809151	3755809	1	5	1	70	23	4	40	1		1							.									.				33			1	1		6	23	0
3755817121	3755817	1	2	1	70	23	4	48	3		2	12	3		1	1										1		2		2	54	54	95	1	1	9500	6	23	0
3755818121	3755818	1	2	1	70	23	12	40	1		2	24	1		9	1										1		2		2	45	45	52	1	1	5234	6	23	0
3755825222	3755825	2	2	2	70	23	24	48	1		2	105	4		1	2										1		2		2	55	77	55	1	2	5529	6	23	0
3755837111	3755837	1	1	1	70	23	12	40	1		2	116	3		1	2										1		2		2	45	54	95	1	1	9500	6	23	0
3755844141	3755844	1	4	1	70	23	18	40	3		2	156	3		1	1										1		2		2	54	54	95	1	2	9500	6	23	0
3755846111	3755846	1	1	1	70	23	1	40	1		2	1	1		8	4										1		1	700000	2	95	95	45	1	1	4530	6	23	0
3755861141	3755861	1	4	1	70	8	24	48	1		2	24	1		9	1										1		2		2	39	45	21	1	2	2109	6	8	0
3755864121	3755864	1	2	1	70	8	24	48	1		2	98	1		9	7										1		2		2	45	45	92	1	2	9242	6	8	0
3755868151	3755868	1	5	1	70	8	52	48	1		2	52	1		2	8										1		2		2	95	95	45	1	2	4522	6	8	0
3755873171	3755873	1	7	1	70	8	24	48	1		2	52	1		4	8										1		2		2	45	45	52	1	2	5233	6	8	0
3755874141	3755874	1	4	1	70	8	52	48	1		2	24	3		1	1										1		2		2	55	54	95	1	2	9500	6	8	0
3755874151	3755874	1	5	1	70	8	8	48	1		1							.									.				39			1	1		6	8	0
3755876151	3755876	1	5	1	70	8	20	48	1		2	20	1		9	1			1									2		2	21	21	64	1	2	6421	6	8	0
3755878131	3755878	1	3	1	70	8	8	48	1		1							.									.				3			1	1		6	8	0
3755889131	3755889	1	3	1	70	23	18	40	1		1							.									.				53			1	2		6	23	0
3755894121	3755894	1	2	1	70	23	52	40	1		2	52	2		9	5								1				2		2	12	12	75	1	2	7512	6	23	0
3755906111	3755906	1	1	1	70	23	20	40	1		2	30	1		9	2										1		2		2	33	45	52	1	2	5234	6	23	0
3755916111	3755916	1	1	1	70	8	52	20	4		2	98	1		9	1										1		2		2	55	55	50	1	2	5011	6	8	0
3755918111	3755918	1	1	1	70	8	28	48	3		2	16	1		3	2										1		2		2	54	55	55	1	2	5511	6	8	0
3755918121	3755918	1	2	1	70	8	12	48	1		2	104	1		4	8										1		2		2	45	53	55	1	1	5521	6	8	0
3755918141	3755918	1	4	1	70	8	24	48	1		2	2	1		3	1										1		1	98	2	38	53	55	1	2	5521	6	8	0
3755937131	3755937	1	3	1	70	8	52	48	1		2	4	4		1	8										1		1	98	2	39	98	60	1	2	6031	6	8	0
3755949131	3755949	1	3	1	70	23	2	48	1		2	12	1		9	2									1		ESTUDIANDO	2		2	33	33	55	1	1	5521	6	23	0
3755957121	3755957	1	2	1	70	23	2	48	1		2	2	4		1	4										1		2		2	58	98	60	1	1	6031	6	23	0
3755961131	3755961	1	3	1	70	23	4	48	1		1							.									.				58			1	1		6	23	0
3755962121	3755962	1	2	1	70	8	1	48	1		2	72	4		1	2										1		2		2	19	19	74	1	1	7499	6	8	0
3755981121	3755981	1	2	1	70	8	12	15	4		2	48	4		1	4										1		2		2	45	45	52	1	1	5261	6	8	0
3755988222	3755988	2	2	2	70	23	2	48	1		2	2	1		5	2										1		1	400000	2	53	53	55	1	1	5521	6	23	0
3755993131	3755993	1	3	1	70	23	24	48	1		2	28	1		6	2										1		2		2	21	21	51	1	2	5125	6	23	0
37560091101	3756009	1	10	1	70	23	4	48	1		2	6	1		2	1										1		2		2	55	90	25	1	1	2529	6	23	0
3756011131	3756011	1	3	1	70	8	12	40	1		2	36	1		6	1										1		2		2	45	45	52	1	1	5235	6	8	0
3756016111	3756016	1	1	1	70	8	3	20	1		2	3	1		3	8										1		1	320000	2	39	39	80	1	1	8012	6	8	0
3756021151	3756021	1	5	1	70	8	16	40	1		2	16	1		9	1										1		2		2	32	38	74	1	2	7499	6	8	0
3756029121	3756029	1	2	1	70	8	52	20	1		2	98	3		1	2										1		2		2	55	59	95	1	2	9500	6	8	0
3756036131	3756036	1	3	1	70	8	24	40	1		2	52	1		6	7										1		2		2	92	92	72	1	2	7220	6	8	0
3756036141	3756036	1	4	1	70	8	4	20	1		2	24	1		9	2										1		2		2	7	45	52	1	1	5243	6	8	0
3756041121	3756041	1	2	1	70	8	1	48	1		2	9	1		3	3										1		2		2	45	45	85	1	1	8515	6	8	0
3756047131	3756047	1	3	1	70	8	12	48	1		2	12	1		9	4										1		2		2	45	45	52	1	1	5233	6	8	0
3756047151	3756047	1	5	1	70	8	8	48	1		2	8	1		9	4										1		2		2	39	33	52	1	1	5211	6	8	0
3756061131	3756061	1	3	1	70	8	2	48	1		2	2	1		9	1										1		2		2	59	59	85	1	1	8512	6	8	0
3756081111	3756081	1	1	1	70	8	10	48	1		2	10	1		7	8										1		2		2	87	95	61	1	1	6120	6	8	0
3756088131	3756088	1	3	1	70	8	16	48	1		2	18	1		9	7										1		2		2	33	33	52	1	2	5211	6	8	0
3756094131	3756094	1	3	1	70	8	3	48	1		1							.									.				34			1	1		6	8	0
3756095131	3756095	1	3	1	70	8	12	48	1		2	12	1		9	1										1		2		2	2	30	15	1	1	1594	6	8	0
3756107121	3756107	1	2	1	70	8	4	48	1		2	16	1		4	4										1		2		2	45	45	52	1	1	5233	6	8	0
3756110121	3756110	1	2	1	70	8	8	48	1		1							.									.				45			1	1		6	8	0
3756123111	3756123	1	1	1	70	8	2	48	1		2	2	1		4	1										1		2		2	45	53	55	1	1	5521	6	8	0
3756126141	3756126	1	4	1	70	8	1	48	1		2	60	1		4	4										1		2		2	79	53	55	1	1	5521	6	8	0
37561261121	3756126	1	12	1	70	8	18	48	1		2	20	1		9	2										1		2		2	45	45	15	1	2	1594	6	8	0
3756128121	3756128	1	2	1	70	54	8	48	1		2	20	1		2	4										1		2		2	99	99	85	1	1	8520	6	54	0
3756154121	3756154	1	2	1	70	54	2	48	1		2	24	1		9	1										1		2		2	45	45	15	1	1	1563	6	54	0
3756156111	3756156	1	1	1	70	54	20	48	1		2	20	4		1	4										1		2		2	45	53	52	1	2	5262	6	54	0
3756158161	3756158	1	6	1	70	54	4	48	1		2	104	1		4	1										1		2		2	3	40	52	1	1	5225	6	54	0
3756174131	3756174	1	3	1	70	54	7	48	1		1							.									.				59			1	1		6	54	0
3756176111	3756176	1	1	1	70	54	4	44	1		2	4	1		4	1										1		1	750000	2	8	33	50	1	1	5040	6	54	0
3756177111	3756177	1	1	1	70	54	4	50	3		2	4	4		1	1										1		1	350000	2	54	56	93	1	1	9301	6	54	0
3756177121	3756177	1	2	1	70	54	3	50	4		2	4	4		1	1										1		1	600000	2	80	80	19	1	1	1929	6	54	0
3756178111	3756178	1	1	1	70	54	4	50	4		2	4	1		9	5										1		1	750000	2	80	80	19	1	1	1910	6	54	0
3756178121	3756178	1	2	1	70	54	4	48	1		2	4	1		9	1										1		1	700000	2	53	80	19	1	1	1910	6	54	0
3756179121	3756179	1	2	1	70	54	4	50	3		2	4	4		1	1										1		1	180000	2	54	55	74	1	1	7493	6	54	0
3756182111	3756182	1	1	1	70	54	4	50	1		2	52	1		5	1										1		2		2	58	58	70	1	1	7020	6	54	0
3756182141	3756182	1	4	1	70	54	5	48	1		2	28	1		9	1										1		2		2	59	59	85	1	1	8512	6	54	0
3756183121	3756183	1	2	1	70	54	2	48	3		2	60	3		1	2										1		2		2	54	54	95	1	1	9500	6	54	0
3756187111	3756187	1	1	1	70	54	6	50	3		2	36	4		1	1										1		2		2	59	79	18	1	1	1810	6	54	0
3756187131	3756187	1	3	1	70	54	2	48	1		1							.									.				45			1	1		6	54	0
3756188151	3756188	1	5	1	70	54	2	30	4		2	52	1		2	1										1		2		2	41	45	52	1	1	5239	6	54	0
3756192121	3756192	1	2	1	70	54	5	40	1		2	127	1		9	2										1		2		2	45	45	92	1	1	9242	6	54	0
3756194111	3756194	1	1	1	70	54	12	30	1		2	12	4		1	2										1		2		2	53	55	74	1	1	7493	6	54	0
3756200121	3756200	1	2	1	70	54	8	48	3		2	8	4		1	1										1		2		2	54	56	93	1	1	9301	6	54	0
3756201121	3756201	1	2	1	70	54	3	60	1		2	24	4		1	1										1		2		2	45	98	60	1	1	6031	6	54	0
3756219131	3756219	1	3	1	70	54	8	48	1		2	20	1		4	1										1		2		2	59	59	85	1	1	8532	6	54	0
3756222131	3756222	1	3	1	70	54	8	48	1		2	36	1		9	4										1		2		2	33	33	51	1	1	5141	6	54	0
3756247121	3756247	1	2	1	70	54	2	48	1		2	2	1		5	1										1		1	750000	2	39	39	64	1	1	6412	6	54	0
3756250111	3756250	1	1	1	70	54	13	48	1		2	13	4		9	1										1		2		2	5	5	11	1	1	1110	6	54	0
3756250121	3756250	1	2	1	70	54	24	48	1		2	80	1		6	2										1		2		2	13	13	80	1	2	8043	6	54	0
3756402121	3756402	1	2	1	70	68	6	48	1		2	32	1		9	8										1		2		2	55	55	80	1	1	8042	6	68	0
3756408131	3756408	1	3	1	70	68	2	48	4		2	24	1		8	4										1		2		2	59	59	11	1	1	1120	6	68	0
3756408141	3756408	1	4	1	70	68	2	48	1		1							.									.				45			1	1		6	68	0
3756420121	3756420	1	2	1	70	68	2	40	4		2	6	4		1	2										1		2		2	59	59	19	1	1	1929	6	68	0
3756440151	3756440	1	5	1	70	68	2	48	4		2	2	4		1	1										1		2		2	80	80	19	1	1	1921	6	68	0
3756450131	3756450	1	3	1	70	68	2	48	1		2	24	1		8	1										1		2		2	45	45	52	1	1	5233	6	68	0
3756456161	3756456	1	6	1	70	68	20	48	1		1							.									.				95			1	2		6	68	0
3756457131	3756457	1	3	1	70	68	8	48	1		2	8	1		3	2										1		2		2	45	45	52	1	1	5233	6	68	0
3756462121	3756462	1	2	1	70	68	24	50	4		2	24	4		1	1										1		2		2	80	80	19	1	2	1929	6	68	0
3756489181	3756489	1	8	1	70	68	8	50	1		2	8	1		9	1				1								2		1	98	98	45	1	1	4521	6	68	0
3756489191	3756489	1	9	1	70	68	8	48	1		2	52	1		9	4										1		2		2	40	21	85	1	1	8511	6	68	0
3756499131	3756499	1	3	1	70	11	32	48	1		2	32	1		9	4										1		2		2	58	58	70	1	2	7010	6	11	0
3756500111	3756500	1	1	1	70	11	36	48	1		2	2	4		1	1										1		1	300000	2	85	85	45	1	2	4542	6	11	0
3756500121	3756500	1	2	1	70	11	104	40	1		2	105	1		9	7										1		2		2	33	53	55	1	2	5529	6	11	0
3756506161	3756506	1	6	1	70	11	2	48	1		2	3	1		9	4										1		1	98	2	39	38	74	1	1	7499	6	11	0
3756507121	3756507	1	2	1	70	11	8	48	1		2	10	1		6	4										1		2		2	32	39	85	1	1	8532	6	11	0
3756517111	3756517	1	1	1	70	11	4	48	1		2	20	5		2	1										1		2		2	58	45	55	1	1	5529	6	11	0
3756538121	3756538	1	2	1	70	11	2	48	1		2	2	1		6	3										1		1	390000	2	95	95	45	1	1	4521	6	11	0
3756550141	3756550	1	4	1	70	11	2	48	1		2	10	1		4	4										1		2		2	39	39	51	1	1	5127	6	11	0
3756552131	3756552	1	3	1	70	11	4	48	1		2	1	1		9	7										1		1	644350	2	39	44	74	1	1	7414	6	11	0
3756562151	3756562	1	5	1	70	11	48	48	1		2	12	1		9	7										1		2		2	59	59	85	1	2	8511	6	11	0
3756569131	3756569	1	3	1	70	11	3	48	1		2	3	1		4	4										1		1	400000	2	95	95	45	1	1	4521	6	11	0
3756572121	3756572	1	2	1	70	11	4	48	1		2	31	1		6	1										1		2		2	58	53	55	1	1	5521	6	11	0
3756576131	3756576	1	3	1	70	11	8	48	5		2	8	5		4	1			1									2		2	2	2	45	1	1	4530	6	11	0
3756579121	3756579	1	2	1	70	11	2	48	1		2	24	1		6	1									1		RECIBE PENSION DE SUSTITCION	2		2	39	39	80	1	1	8021	6	11	0
3756580121	3756580	1	2	1	70	11	8	25	4		2	48	4		3	2									1		RECIBIO BONOPENSIONAL	2		2	77	16	19	1	1	1931	6	11	0
3756583141	3756583	1	4	1	70	11	8	48	1		2	8	1		3	2										1		2		2	37	21	92	1	1	9241	6	11	0
3756596111	3756596	1	1	1	70	11	3	48	1		2	3	1		3	3										1		1	540000	2	53	53	55	1	1	5521	6	11	0
3756599131	3756599	1	3	1	70	11	20	48	4		2	24	4		9	1			1									2		2	19	19	73	1	2	7310	6	11	0
3756602131	3756602	1	3	1	70	11	8	48	1		1							.									.				5			1	1		6	11	0
3756624111	3756624	1	1	1	70	11	2	48	1		2	2	1		6	4										1		1	560000	2	98	98	70	1	1	7010	6	11	0
3756625111	3756625	1	1	1	70	11	4	48	1		2	104	1		2	1										1		2		2	98	98	60	1	1	6041	6	11	0
3756633131	3756633	1	3	1	70	11	48	48	1		2	48	4		9	1			1									2		2	2	2	70	1	2	7010	6	11	0
