idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P7250	P7260	P7280	P7280s1	P7310	P7320	P7350	P7350s1	P7360	P7390	P7390s1	P7420	P7420s1	P7420s2	P7420s3	P7420s4	P7420s5	P7420s6	P7420s7	P7420s8	P7420s7a1	P7422	P7422s1	P9460	Oficio1	Oficio2	Rama2d_d	Dsi	Dscy	Rama4d_d	Mes	Dpto	empleado
3756635151	3756635	1	5	1	70	11	4	48	1		2	4	1		9	1										1		2		2	45	45	52	1	1	5211	6	11	0
3756647131	3756647	1	3	1	70	11	2	48	1		2	2	1		9	1										1		1	650000	2	38	38	52	1	1	5272	6	11	0
3756652111	3756652	1	1	1	70	11	48	70	1		1							.									.				95			1	2		6	11	0
3756653121	3756653	1	2	1	70	11	8	40	1		2	8	1		3	1			1									2		2	5	53	55	1	1	5521	6	11	0
3756654131	3756654	1	3	1	70	11	2	38	1		1							.									.				53			1	1		6	11	0
3756671121	3756671	1	2	1	70	11	20	48	1		2	20	1		2	2										1		2		2	45	45	52	1	2	5233	6	11	0
3756695121	3756695	1	2	1	70	11	8	48	1		2	8	1		9	7										1		2		2	39	39	52	1	1	5211	6	11	0
3756709141	3756709	1	4	1	70	11	72	48	1		2	72	1		7	2										1		2		2	16	16	51	1	2	5139	6	11	0
3756714131	3756714	1	3	1	70	11	3	24	1		2	24	1		5	2										1		2		2	38	45	18	1	1	1810	6	11	0
3756716111	3756716	1	1	1	70	11	6	60	1		2	8	1		9	4										1		2		2	95	95	70	1	1	7010	6	11	0
3756719121	3756719	1	2	1	70	11	12	48	4		2	28	1		5	3										1		2		2	51	33	92	1	1	9242	6	11	0
3756728121	3756728	1	2	1	70	11	2	48	1		2	12	1		9	3										1		2		2	39	39	92	1	1	9219	6	11	0
3756734111	3756734	1	1	1	70	11	1	24	3		2	1	3		1	1										1		1	200000	2	54	54	95	1	1	9500	6	11	0
3756734131	3756734	1	3	1	70	11	24	35	1		2	12	1		7	1										1		2		2	38	79	19	1	2	1939	6	11	0
3756735121	3756735	1	2	1	70	11	2	48	1		2	60	1		3	1										1		2		2	33	39	74	1	1	7411	6	11	0
3756741121	3756741	1	2	1	70	11	20	35	4		1							.									.				38			1	2		6	11	0
3756851232	3756851	2	3	2	70	11	1	72	1		2	1	1		5	7										1		1	960000	2	53	53	55	1	1	5511	6	11	0
3756881131	3756881	1	3	1	70	17	20	20	1		2	20	1		4	1										1		2		2	97	53	55	1	2	5521	6	17	0
3756885161	3756885	1	6	1	70	17	1	48	1		2	4	1		9	1										1		2		2	38	38	64	1	1	6421	6	17	0
3756924111	3756924	1	1	1	70	76	52	48	1		2	52	1		8	7										1		2		2	34	55	74	1	2	7493	6	76	0
3756925131	3756925	1	3	1	70	52	13	40	1		2	13	1		3	1										1		2		2	32	32	91	1	1	9191	6	52	0
3756928121	3756928	1	2	1	70	52	104	40	2		2	84	4		9	2										1		2		2	13	13	80	1	2	8050	6	52	0
3756935131	3756935	1	3	1	70	52	4	40	1		2	26	1		4	2										1		2		2	45	45	52	1	1	5233	6	52	0
3756935141	3756935	1	4	1	70	52	2	24	1		1							.									.				53			1	1		6	52	0
3756937141	3756937	1	4	1	70	52	8	48	1		2	4	1		1	1										1		1	250000	2	37	93	52	1	1	5272	6	52	0
3756952111	3756952	1	1	1	70	73	8	48	1		2	20	1		3	1										1		2		2	95	95	45	1	1	4521	6	73	0
3756952131	3756952	1	3	1	70	73	16	54	1		2	16	1		2	1										1		2		2	95	95	45	1	2	4521	6	73	0
3756959131	3756959	1	3	1	70	73	12	48	1		2	36	1		5	2										1		2		2	45	79	18	1	1	1810	6	73	0
3756965121	3756965	1	2	1	70	50	152	48	1		2	152	1		9	4										1		2		2	45	45	25	1	2	2519	6	50	0
3756968121	3756968	1	2	1	70	50	16	48	1		2	16	1		2	8										1		2		2	97	98	60	1	2	6042	6	50	0
3756980131	3756980	1	3	1	70	66	8	48	1		2	8	1		3	1										1		2		2	55	45	52	1	1	5234	6	66	0
3756980141	3756980	1	4	1	70	66	3	48	1		2	20	1		4	1										1		2		2	39	94	36	1	1	3699	6	66	0
3756986111	3756986	1	1	1	70	66	36	60	4		2	72	4		1	1										1		2		2	54	54	85	1	2	8519	6	66	0
3756995131	3756995	1	3	1	70	66	36	48	1		2	36	1		9	3										1		2		2	44	30	51	1	2	5135	6	66	0
3756999131	3756999	1	3	1	70	66	4	48	4		2	4	4		1	1										1		1	200000	2	95	95	45	1	1	4521	6	66	0
3756999141	3756999	1	4	1	70	66	4	48	4		2	4	1		2	4										1		1	600000	2	95	95	45	1	1	4521	6	66	0
3757026111	3757026	1	1	1	70	17	4	48	1		2	16	1		7	2										1		2		2	5	5	75	1	1	7514	6	17	0
3757099121	3757099	1	2	1	70	76	9	48	1		2	10	4		1	1										1		2		2	33	45	92	1	1	9242	6	76	0
3757103151	3757103	1	5	1	70	76	15	48	1		2	15	1		6	2										1		2		2	39	45	52	1	2	5233	6	76	0
3757106121	3757106	1	2	1	70	76	52	48	1		1							.									.				45			1	2		6	76	0
3757114111	3757114	1	1	1	70	76	4	40	1		1							.									.				45			1	1		6	76	0
3757124111	3757124	1	1	1	70	76	2	48	4		2	4	5		2	4										1		1	98	2	53	53	55	1	1	5521	6	76	0
3757125121	3757125	1	2	1	70	76	4	48	1		2	6	1		9	3										1		2		2	45	59	85	1	1	8511	6	76	0
3757125131	3757125	1	3	1	70	76	1	48	1		2	52	3		1	4										1		2		2	45	59	95	1	1	9500	6	76	0
3757129121	3757129	1	2	1	70	76	26	40	1		1							.									.				33			1	2		6	76	0
3757167131	3757167	1	3	1	70	52	8	40	4		2	8	1		3	1										1		2		2	98	45	52	1	1	5241	6	52	0
3757169111	3757169	1	1	1	70	52	30	48	1		2	30	1		8	5										1		1	300000	2	21	39	74	1	2	7413	6	52	0
3757172111	3757172	1	1	1	70	52	14	48	4		2	14	4		9	6										1		2		2	95	58	75	1	2	7512	6	52	0
3757173141	3757173	1	4	1	70	52	4	50	4		2	104	1		3	1			1									2		2	41	45	52	1	1	5236	6	52	0
3757212121	3757212	1	2	1	70	8	16	40	1		2	4	4		1	2										1		1	60000	2	97	77	15	1	2	1551	6	8	0
3757213141	3757213	1	4	1	70	8	16	20	1		2	16	1		4	1										1		2		2	18	18	92	1	2	9241	6	8	0
3757215141	3757215	1	4	1	70	8	16	40	1		2	16	1		9	4										1		2		2	45	45	52	1	2	5233	6	8	0
3757217131	3757217	1	3	1	70	8	5	72	1		2	18	1		5	1										1		2		2	39	39	52	1	1	5219	6	8	0
3757218121	3757218	1	2	1	70	8	52	48	1		2	104	2		9	2										1		2		2	59	59	85	1	2	8511	6	8	0
3757254121	3757254	1	2	1	70	50	2	48	3		2	2	3		1	1										1		2		2	54	53	95	1	1	9500	6	50	0
3757259111	3757259	1	1	1	70	50	48	48	1		2	48	1		3	1										1		2		2	45	45	52	1	2	5234	6	50	0
3757262121	3757262	1	2	1	70	50	8	48	1		2	8	1		3	1										1		2		2	55	45	52	1	1	5233	6	50	0
3757278121	3757278	1	2	1	70	66	4	48	1		2	4	4		1	1										1		1	120000	2	45	55	74	1	1	7493	6	66	0
3757285111	3757285	1	1	1	70	66	4	48	1		2	4	1		7	4										1		1	574000	2	95	95	45	1	1	4522	6	66	0
3757349121	3757349	1	2	1	70	17	12	48	1		2	48	1		9	1										1		2		2	13	30	74	1	1	7421	6	17	0
3757350131	3757350	1	3	1	70	17	4	48	1		2	4	1		8	4										1		2		2	95	95	70	1	1	7010	6	17	0
3757354131	3757354	1	3	1	70	17	16	48	1		2	24	1		9	4										1		2		2	9	44	66	1	2	6601	6	17	0
3757360121	3757360	1	2	1	70	17	2	48	1		2	250	4		1	1										1		2		2	55	55	74	1	1	7493	6	17	0
3757361111	3757361	1	1	1	70	17	150	48	1		2	150	1		9	2										1		2		2	58	58	52	1	2	5211	6	17	0
3757375121	3757375	1	2	1	70	17	16	24	1		2	56	1		4	2										1		2		2	53	53	55	1	2	5521	6	17	0
3757487121	3757487	1	2	1	70	76	3	48	1		2	3	1		3	4										1		2		2	87	87	50	1	1	5020	6	76	0
3757488121	3757488	1	2	1	70	76	8	48	1		2	8	1		3	1										1		2		2	53	45	15	1	1	1551	6	76	0
3757490121	3757490	1	2	1	70	76	16	48	1		2	32	1		3	1										1		2		2	45	45	52	1	2	5233	6	76	0
3757491131	3757491	1	3	1	70	76	8	48	1		2	8	1		5	2										1		2		2	45	45	52	1	1	5239	6	76	0
3757491151	3757491	1	5	1	70	76	48	48	4		2	52	4		1	3										1		2		2	45	45	52	1	2	5239	6	76	0
3757501151	3757501	1	5	1	70	76	24	48	4		2	24	3		1	1										1		2		2	54	54	95	1	2	9500	6	76	0
3757502131	3757502	1	3	1	70	76	2	48	1		2	2	1		4	1										1		1	450000	2	53	55	55	1	1	5521	6	76	0
3757502161	3757502	1	6	1	70	76	2	48	1		2	52	1		9	1										1		2		2	45	39	52	1	1	5239	6	76	0
3757506111	3757506	1	1	1	70	76	4	35	2		2	4	2		9	4										1		1	856000	2	13	13	80	1	1	8042	6	76	0
3757507151	3757507	1	5	1	70	76	11	72	4		2	12	4		1	2										1		2		2	98	98	60	1	1	6031	6	76	0
3757509121	3757509	1	2	1	70	76	1	30	4		2	34	4		2	6										1		2		2	13	13	80	1	1	8060	6	76	0
3757510111	3757510	1	1	1	70	76	28	24	1		2	624	1		4	1										1		2		2	91	19	85	1	2	8532	6	76	0
3757511121	3757511	1	2	1	70	76	4	48	1		2	16	4		1	1										1		2		2	57	57	93	1	1	9302	6	76	0
3757537111	3757537	1	1	1	70	73	8	25	1		2	8	1		6	4										1		2		2	32	32	65	1	1	6599	6	73	0
3757546151	3757546	1	5	1	70	73	32	30	1		2	156	1		3	1										1		2		2	45	45	52	1	2	5231	6	73	0
3757605121	3757605	1	2	1	70	8	8	48	1		2	8	4		1	4										1		2		2	59	45	52	1	1	5269	6	8	0
3757612111	3757612	1	1	1	70	8	16	48	1		2	20	1		7	2										1		2		2	97	45	52	1	2	5232	6	8	0
3757612131	3757612	1	3	1	70	8	2	15	4		2	96	1		5	2										1		2		2	45	45	52	1	1	5233	6	8	0
3757614111	3757614	1	1	1	70	8	8	48	4		2	8	4		1	4										1		2		2	81	81	36	1	1	3611	6	8	0
3757619131	3757619	1	3	1	70	8	24	48	1		2	4	4		1	1										1		2		2	32	45	52	1	2	5261	6	8	0
3757632121	3757632	1	2	1	70	73	48	40	1		2	48	5		2	2										1		2		2	40	53	55	1	2	5529	6	73	0
3757635121	3757635	1	2	1	70	73	72	36	1		1							.									.				15			1	2		6	73	0
3757636161	3757636	1	6	1	70	73	4	48	1		1							.									.				45			1	1		6	73	0
3757638111	3757638	1	1	1	70	68	12	48	4		2	12	4		1	8										1		2		2	80	80	19	1	1	1929	6	68	0
3757640131	3757640	1	3	1	70	68	12	24	1		2	24	1		4	2										1		2		2	45	53	55	1	1	5521	6	68	0
3757649111	3757649	1	1	1	70	68	24	48	1		2	24	1		3	8										1		2		2	58	45	52	1	2	5211	6	68	0
3757649121	3757649	1	2	1	70	68	16	48	1		2	24	4		9	4					1							1	300000	2	39	19	85	1	2	8532	6	68	0
3757657121	3757657	1	2	1	70	68	4	12	1		2	104	1		7	2										1		2		2	53	39	63	1	1	6320	6	68	0
3757685121	3757685	1	2	1	70	66	16	48	1		2	48	4		8	2										1		2		2	45	55	74	1	2	7493	6	66	0
3757691121	3757691	1	2	1	70	66	9	48	1		2	9	1		2	2										1		2		2	57	45	52	1	1	5231	6	66	0
3757692141	3757692	1	4	1	70	66	12	48	1		2	12	1		2	1										1		2		2	45	53	55	1	1	5522	6	66	0
3757696141	3757696	1	4	1	70	66	96	48	4		2	96	3		1	1										1		2		2	55	54	95	1	2	9500	6	66	0
3757698131	3757698	1	3	1	70	66	40	48	1		2	40	1		3	1										1		2		2	3	3	66	1	2	6601	6	66	0
3757701131	3757701	1	3	1	70	66	4	48	1		2	36	1		9	1										1		2		2	38	59	74	1	1	7499	6	66	0
3757705111	3757705	1	1	1	70	66	12	48	1		2	16	1		3	1										1		2		2	38	53	55	1	1	5529	6	66	0
3757822111	3757822	1	1	1	70	17	3	72	1		2	24	3		2	1			1									2		2	98	98	95	1	1	9500	6	17	0
3757824121	3757824	1	2	1	70	17	4	48	1		2	8	1		4	2										1		2		2	45	53	55	1	1	5522	6	17	0
3757824131	3757824	1	3	1	70	17	4	48	1		2	8	1		3	2										1		2		2	33	53	55	1	1	5522	6	17	0
3757847111	3757847	1	1	1	70	17	16	50	1		2	16	4		1	2										1		2		2	95	95	45	1	2	4521	6	17	0
3758017111	3758017	1	1	1	70	76	1	48	1		2	2	1		2	2										1		1	100000	2	45	36	60	1	1	6021	6	76	0
3758027111	3758027	1	1	1	70	76	5	40	1		2	156	1		3	2										1		2		2	53	53	55	1	1	5521	6	76	0
3758033131	3758033	1	3	1	70	73	52	45	1		2	52	4		1	8										1		2		2	45	41	52	1	2	5233	6	73	0
3758033141	3758033	1	4	1	70	73	52	45	1		2	165	1		9	8										1		2		2	44	44	65	1	2	6512	6	73	0
3758038111	3758038	1	1	1	70	73	3	60	1		2	3	1		9	1			1									1	660000	2	13	13	80	1	1	8050	6	73	0
3758045121	3758045	1	2	1	70	8	8	48	2		2	12	1		9	7										1		2		2	3	97	24	1	1	2423	6	8	0
3758045131	3758045	1	3	1	70	8	2	48	1		2	2	1		9	8										1		1	1300000	2	33	33	65	1	1	6512	6	8	0
3758055111	3758055	1	1	1	70	8	12	48	1		1							.									.				53			1	1		6	8	0
3758056111	3758056	1	1	1	70	73	4	55	5		2	4	5		2	2										1		1	2000000	2	95	95	45	1	1	4521	6	73	0
3758062111	3758062	1	1	1	70	73	144	70	1		2	6	1		9	1										1		2		2	58	55	26	1	2	2694	6	73	0
3758063121	3758063	1	2	1	70	73	48	48	1		2	8	1		2	4										1		2		2	45	53	55	1	2	5529	6	73	0
3758065111	3758065	1	1	1	70	73	24	60	1		2	32	4		1	2										1		2		2	21	2	72	1	2	7250	6	73	0
3758066131	3758066	1	3	1	70	73	16	48	2		2	48	1		9	2										1		2		2	32	34	26	1	2	2694	6	73	0
3758069121	3758069	1	2	1	70	73	48	48	2		2	96	4		9	2										1		2		2	39	39	75	1	2	7524	6	73	0
3758072141	3758072	1	4	1	70	73	48	48	1		2	8	1		9	2										1		2		2	45	30	64	1	2	6421	6	73	0
3758080131	3758080	1	3	1	70	68	4	48	1		2	4	1		4	2										1		1	500000	2	53	53	55	1	1	5521	6	68	0
3758080212	3758080	2	1	2	70	68	8	48	2		2	8	4		9	4										1		2		2	12	12	75	1	1	7512	6	68	0
3758082131	3758082	1	3	1	70	68	4	24	1		1							.									.				53			1	1		6	68	0
3758086131	3758086	1	3	1	70	68	3	48	1		2	3	1		5	2										1		1	680000	2	39	39	51	1	1	5125	6	68	0
3758095141	3758095	1	4	1	70	68	2	48	1		1							.									.				97			1	1		6	68	0
3758130121	3758130	1	2	1	70	52	22	40	1		2	18	1		9	2										1		2		2	59	59	85	1	2	8511	6	52	0
3758149141	3758149	1	4	1	70	52	4	48	1		2	1	1		2	1										1		1	98	2	45	95	45	1	1	4521	6	52	0
3758163111	3758163	1	1	1	70	52	12	48	1		2	13	4		1	8										1		2		2	58	99	50	1	1	5020	6	52	0
3758181121	3758181	1	2	1	70	52	24	24	1		2	34	3		1	1										1		2		2	54	54	95	1	2	9500	6	52	0
3758193121	3758193	1	2	1	70	50	36	48	1		2	104	1		2	4										1		2		2	39	40	52	1	2	5233	6	50	0
3758198121	3758198	1	2	1	70	50	18	48	1		2	18	1		2	7										1		2		2	53	53	55	1	2	5521	6	50	0
3758201121	3758201	1	2	1	70	50	13	40	4		2	52	4		1	4										1		2		2	41	53	55	1	1	5529	6	50	0
3758203121	3758203	1	2	1	70	50	26	40	1		2	3	1		2	7										1		1	60000	2	45	53	55	1	2	5521	6	50	0
3758207131	3758207	1	3	1	70	50	8	48	1		2	8	1		9	3										1		2		2	44	45	52	1	1	5237	6	50	0
3758214121	3758214	1	2	1	70	50	4	48	1		2	4	5		2	3										1		1	650000	2	39	95	45	1	1	4521	6	50	0
3758220111	3758220	1	1	1	70	50	9	48	1		2	9	1		9	1										1		2		2	95	77	15	1	1	1541	6	50	0
3758220151	3758220	1	5	1	70	50	36	48	1		2	10	1		4	1										1		2		2	34	34	74	1	2	7499	6	50	0
3758222131	3758222	1	3	1	70	50	20	40	1		2	20	3		1	2										1		2		2	13	54	95	1	2	9500	6	50	0
3758225161	3758225	1	6	1	70	50	24	48	1		2	32	1		2	1										1		2		2	59	45	52	1	2	5211	6	50	0
3758235121	3758235	1	2	1	70	66	4	36	4		2	8	4		1	1										1		2		2	55	55	74	1	1	7493	6	66	0
3758247111	3758247	1	1	1	70	66	12	48	1		2	12	1		3	1										1		2		2	42	53	55	1	1	5530	6	66	0
3758252121	3758252	1	2	1	70	66	16	24	1		2	288	1		7	1										1		2		2	79	80	19	1	2	1921	6	66	0
3758610121	3758610	1	2	1	70	5	50	48	1		2	72	2		9	7										1		2		2	31	32	75	1	2	7523	6	5	0
3758610161	3758610	1	6	1	70	5	24	48	1		1							.									.				45			1	2		6	5	0
3758615131	3758615	1	3	1	70	5	12	48	1		2	12	1		9	2										1		2		2	45	45	40	1	1	4010	6	5	0
3758630121	3758630	1	2	1	70	5	20	48	1		2	156	1		9	4										1		2		2	45	85	31	1	2	3190	6	5	0
3758666121	3758666	1	2	1	70	5	6	48	1		2	6	1		9	5					1	1						2		2	9	9	65	1	1	6512	6	5	0
3758669111	3758669	1	1	1	70	5	24	48	1		2	24	4		9	4										1		2		2	39	34	75	1	2	7515	6	5	0
3758669151	3758669	1	5	1	70	5	8	48	1		2	24	1		4	1										1		2		2	39	53	55	1	1	5529	6	5	0
3758670121	3758670	1	2	1	70	5	3	48	1		2	1	1		7	4										1		1	644350	2	85	85	51	1	1	5139	6	5	0
3758670131	3758670	1	3	1	70	5	12	48	1		2	12	1		3	4										1		2		2	33	33	66	1	1	6601	6	5	0
3758676111	3758676	1	1	1	70	5	20	48	1		1							.									.				45			1	2		6	5	0
3758677121	3758677	1	2	1	70	5	104	48	1		2	156	4		9	2										1		2		2	21	39	75	1	2	7512	6	5	0
3758735121	3758735	1	2	1	70	5	2	48	1		2	24	1		3	2										1		2		2	45	45	55	1	1	5529	6	5	0
3758769171	3758769	1	7	1	70	5	16	48	1		1							.									.				45			1	2		6	5	0
3758776111	3758776	1	1	1	70	5	4	48	4		2	4	4		1	2					1							1	50000	2	77	77	15	1	1	1551	6	5	0
3758776141	3758776	1	4	1	70	5	2	48	1		1							.									.				16			1	1		6	5	0
3758782111	3758782	1	1	1	70	5	48	48	1		2	12	1		3	2					1							2		2	45	45	52	1	2	5233	6	5	0
3758787121	3758787	1	2	1	70	5	60	48	1		1							.									.				16			1	2		6	5	0
3758789121	3758789	1	2	1	70	5	12	48	1		2	12	1		3	2					1							2		2	45	45	52	1	1	5233	6	5	0
3758830111	3758830	1	1	1	70	5	4	48	1		2	98	1		4	2										1		2		2	34	32	74	1	1	7411	6	5	0
3758848131	3758848	1	3	1	70	5	18	48	1		2	216	1		2	2										1		2		2	45	45	52	1	2	5233	6	5	0
3758849121	3758849	1	2	1	70	5	5	48	3		2	6	3		1	1										1		2		2	54	54	95	1	1	9500	6	5	0
3758855111	3758855	1	1	1	70	5	6	48	3		2	6	3		1	1										1		1	200000	2	54	54	95	1	1	9500	6	5	0
3758866121	3758866	1	2	1	70	5	2	48	1		2	2	1		3	1										1		1	100000	2	79	79	18	1	1	1810	6	5	0
3758869111	3758869	1	1	1	70	5	24	48	1		2	36	1		6	1										1		2		2	58	79	18	1	2	1810	6	5	0
3758869151	3758869	1	5	1	70	5	3	48	1		2	52	1		2	1										1		2		2	53	53	55	1	1	5521	6	5	0
3758875121	3758875	1	2	1	70	5	5	48	1		2	5	4		6	1										1		2		2	38	38	75	1	1	7515	6	5	0
3758876131	3758876	1	3	1	70	5	24	20	1		2	24	1		5	1										1		2		2	45	45	52	1	2	5233	6	5	0
3758901131	3758901	1	3	1	70	5	1	48	1		2	24	1		4	1										1		2		2	62	39	52	1	1	5244	6	5	0
3758904222	3758904	2	2	2	70	5	5	48	1		2	5	1		7	1										1		2		2	85	39	52	1	1	5211	6	5	0
3758911121	3758911	1	2	1	70	5	4	48	1		2	16	1		4	1										1		2		2	59	59	18	1	1	1810	6	5	0
3758932111	3758932	1	1	1	70	5	2	48	1		2	2	1		3	2										1		1	644350	2	39	39	74	1	1	7499	6	5	0
3758935131	3758935	1	3	1	70	5	4	48	1		2	158	1		9	1										1		2		2	33	32	45	1	1	4549	6	5	0
3758937121	3758937	1	2	1	70	5	2	48	1		2	156	1		2	2										1		2		2	53	54	85	1	1	8532	6	5	0
3758937131	3758937	1	3	1	70	5	1	48	1		2	98	1		2	1										1		2		2	38	21	93	1	1	9302	6	5	0
3758940111	3758940	1	1	1	70	5	12	48	1		2	12	1		9	1										1		2		2	45	45	60	1	1	6021	6	5	0
3758946131	3758946	1	3	1	70	5	1	48	1		2	24	1		6	2										1		2		2	39	45	52	1	1	5233	6	5	0
3758952151	3758952	1	5	1	70	5	4	48	1		1							.									.				36			1	1		6	5	0
3758959111	3758959	1	1	1	70	5	10	48	1		2	100	4		1	1										1		2		2	98	41	52	1	1	5233	6	5	0
3758961121	3758961	1	2	1	70	5	12	48	3		2	12	3		1	2										1		2		2	54	54	95	1	1	9500	6	5	0
3758963131	3758963	1	3	1	70	5	20	24	1		1							.									.				21			1	2		6	5	0
3758965121	3758965	1	2	1	70	5	6	48	1		2	30	1		2	1										1		2		2	79	79	18	1	1	1810	6	5	0
3758970121	3758970	1	2	1	70	5	8	24	1		2	28	1		2	2										1		2		2	45	45	52	1	1	5224	6	5	0
3758970131	3758970	1	3	1	70	5	6	24	1		2	24	1		9	1										1		2		2	38	38	74	1	1	7499	6	5	0
3758975121	3758975	1	2	1	70	5	16	48	1		2	52	1		9	2										1		2		2	45	97	52	1	2	5239	6	5	0
3759174121	3759174	1	2	1	70	17	16	40	1		2	20	1		7	8										1		2		2	45	53	80	1	2	8011	6	17	0
3759175121	3759175	1	2	1	70	17	52	54	1		2	52	1		2	1										1		2		2	99	99	14	1	2	1411	6	17	0
3759176171	3759176	1	7	1	70	17	20	30	1		2	20	1		9	2										1		2		2	45	45	64	1	2	6421	6	17	0
3759180131	3759180	1	3	1	70	17	4	48	1		2	104	1		2	2										1		2		2	38	45	52	1	1	5239	6	17	0
3759182121	3759182	1	2	1	70	17	12	72	1		2	312	1		9	2										1		2		2	53	79	18	1	1	1810	6	17	0
3759212151	3759212	1	5	1	70	17	8	48	1		2	8	4		1	8										1		2		2	95	95	45	1	1	4521	6	17	0
3759217141	3759217	1	4	1	70	17	2	48	1		2	44	1		4	1										1		2		2	53	53	55	1	1	5521	6	17	0
3759264121	3759264	1	2	1	70	17	192	48	1		2	192	4		5	1										1		2		2	45	92	22	1	2	2212	6	17	0
3759295131	3759295	1	3	1	70	17	8	24	1		2	28	4		1	1										1		2		2	55	55	74	1	1	7493	6	17	0
3759303121	3759303	1	2	1	70	17	16	48	1		2	16	1		9	5										1		2		2	85	58	70	1	2	7020	6	17	0
3759307171	3759307	1	7	1	70	68	4	48	1		2	36	1		9	2										1		2		2	32	33	62	1	1	6211	6	68	0
3759315111	3759315	1	1	1	70	68	4	48	1		2	4	4		1	1										1		1	900000	2	87	87	50	1	1	5020	6	68	0
3759330131	3759330	1	3	1	70	17	8	48	1		2	8	1		6	1										1		2		2	15	15	72	1	1	7220	6	17	0
3759332121	3759332	1	2	1	70	17	4	48	1		2	104	1		9	2										1		2		2	79	97	15	1	1	1581	6	17	0
3759335111	3759335	1	1	1	70	17	80	50	1		2	120	1		9	2										1		2		2	81	81	20	1	2	2040	6	17	0
3759336171	3759336	1	7	1	70	17	4	50	1		2	4	3		1	1										1		1	150000	2	53	54	95	1	1	9500	6	17	0
3759344171	3759344	1	7	1	70	68	6	48	1		1							.									.				45			1	1		6	68	0
3759351141	3759351	1	4	1	70	68	36	48	1		2	36	1		2	4										1		2		2	44	45	52	1	2	5233	6	68	0
3759352111	3759352	1	1	1	70	68	8	48	1		2	16	4		1	2										1		2		2	55	53	55	1	1	5529	6	68	0
3759352171	3759352	1	7	1	70	68	3	24	1		2	104	1		9	1										1		2		2	32	53	92	1	1	9249	6	68	0
3759354111	3759354	1	1	1	70	68	3	48	1		2	3	1		9	1			1									1	2300000	2	93	93	74	1	1	7421	6	68	0
3759354121	3759354	1	2	1	70	68	8	48	4		2	8	1		3	2										1		2		2	41	53	55	1	1	5521	6	68	0
3759368121	3759368	1	2	1	70	68	52	48	1		2	52	1		9	1										1		2		2	45	45	15	1	2	1530	6	68	0
3759371121	3759371	1	2	1	70	68	8	48	1		2	8	4		1	1										1		2		2	57	57	93	1	1	9302	6	68	0
3759373121	3759373	1	2	1	70	68	12	48	1		1							.									.				39			1	1		6	68	0
3759373141	3759373	1	4	1	70	68	12	48	1		1							.									.				45			1	1		6	68	0
3759378131	3759378	1	3	1	70	68	4	48	1		2	4	1		3	1										1		2		2	55	53	55	1	1	5511	6	68	0
3759379131	3759379	1	3	1	70	68	1	48	1		2	52	1		9	1										1		2		2	45	45	15	1	1	1593	6	68	0
3759409121	3759409	1	2	1	70	68	1	48	4		2	3	4		1	2						1						2		2	41	79	18	1	1	1810	6	68	0
3759419121	3759419	1	2	1	70	68	4	48	1		2	4	1		8	1										1		1	650000	2	39	99	90	1	1	9000	6	68	0
3759420111	3759420	1	1	1	70	68	6	48	1		2	8	1		6	1										1		2		2	55	55	80	1	1	8041	6	68	0
3759616111	3759616	1	1	1	70	50	56	56	1		2	56	1		9	6										1		2		2	3	3	74	1	2	7414	6	50	0
3759618121	3759618	1	2	1	70	50	48	48	1		2	48	1		6	1					1							2		2	55	55	64	1	2	6412	6	50	0
3759645121	3759645	1	2	1	70	50	4	48	1		2	8	1		3	2										1		2		2	45	45	52	1	1	5239	6	50	0
3759649141	3759649	1	4	1	70	50	4	48	1		1							.									.				45			1	1		6	50	0
3759650111	3759650	1	1	1	70	50	9	60	4		2	9	4		1	1										1		2		2	95	95	45	1	1	4521	6	50	0
3759651111	3759651	1	1	1	70	50	3	60	1		2	3	1		3	1										1		1	700000	2	77	77	15	1	1	1551	6	50	0
3759657131	3759657	1	3	1	70	50	12	40	1		2	12	1		3	4										1		2		2	53	53	55	1	1	5529	6	50	0
3759658121	3759658	1	2	1	70	50	21	48	1		2	17	1		7	2										1		1	30000	2	39	39	85	1	2	8531	6	50	0
3759658131	3759658	1	3	1	70	50	7	48	1		2	28	1		1	4										1		2		2	39	3	74	1	1	7421	6	50	0
3759681121	3759681	1	2	1	70	50	1	48	1		2	8	1		4	2										1		2		2	13	13	80	1	1	8043	6	50	0
3759789131	3759789	1	3	1	70	11	1	48	1		2	12	4		1	4										1		2		2	13	34	72	1	1	7230	6	11	0
3759796131	3759796	1	3	1	70	11	24	25	2		2	24	1		4	1										1		2		2	39	39	72	1	2	7220	6	11	0
3759822121	3759822	1	2	1	70	11	8	48	1		2	24	1		6	1										1		2		2	13	13	80	1	1	8042	6	11	0
3759825131	3759825	1	3	1	70	11	24	48	1		2	48	1		6	7										1		2		2	39	39	80	1	2	8060	6	11	0
3759829151	3759829	1	5	1	70	11	144	48	1		1							.									.				39			1	2		6	11	0
3759841121	3759841	1	2	1	70	11	4	48	1		2	768	1		6	1										1		2		2	32	32	51	1	1	5161	6	11	0
3759850121	3759850	1	2	1	70	11	144	48	4		2	348	1		4	2										1		2		2	16	3	70	1	2	7010	6	11	0
3759855121	3759855	1	2	1	70	11	4	48	1		2	7	3		1	6										1		2		2	53	54	95	1	1	9500	6	11	0
3759857131	3759857	1	3	1	70	11	1	48	1		1							.									.				16			1	1		6	11	0
