idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P6440	P6450	P6460	P6460s1	P6400	P6422	P6424s2	P6424s3	P6424s1	P6426	P6430s1	P6480	P6480s1	P6500	P6510	P6510s1	P6510s2	P6590	P6590s1	P6600	P6600s1	P6610	P6610s1	P6620	P6620s1	P6585s2a1	P6585s3a1	P6585s4a1	P6585s3a2	P6585s2a2	P6585s1a2	P6585s2	P6585s3	P6585s1a1	P6585s4	P6585s1	P6580	P6580s1	P6580s2	P6630s3	P6630s4a1	P6630s3a1	P6630s2a1	P6630s1a1	P6630s4	P6630s2	P6630s1	P6640	P6765	P6765s1	P6772	P6750	P6760	P550	P6780	P6780s1	P6790	P6410	P6640s1	P9440	P6630s6	P6630s6a1	P6410s1	P6545s1	P6545	P6545s2	P6585s4a2	P6773s1	P6775	P6772s1	P388	P6800	P6810	P6810s1	P6850	P6830	P6830s1	P6870	P6880	P6880s1	P6920	P6930	P6940	P6960	P6980	P6980s1	P6980s2	P6980s3	P6980s4	P6980s5	P6980s6	P6980s7	P6980s8	P6980s7a1	P6990	P7020	P7026	P7028	P7028s1	P7040	P7045	P7050	P7050s1	P7070	P760	P9450	P6915s1	P6915	P7075	P7077	P390	P7090	P7100	P7110	P7120	P7130	P7140	P7140s1	P7140s2	P7140s3	P7140s4	P7140s5	P7140s6	P7140s7	P7140s8	P7140s9	P7140s9a1	P7150	P7160	P7170s1	P7170s5	P7170s6	P7180	P7240	P7240s1	P514	P515	Oficio	Rama2d	Oci	P6430	Rama4d	Rama4dp8	Rama2dp8	Inglabo	Mes	Dpto	empleado
3748040111	3748040	1	1	1	60	17	2									360																																							7		2	1200000	1		3		12												2		17	60		.	60			1	4		2				1								1		2	2				2						2		3				2				2														1	1	1	2	5		2	1	98	60	1	4	6042			1200000	6	17	1
3748040131	3748040	1	3	1	60	17	1	2	2	10	1	1	2	2	2	4																																							1			1200000	1		3		8												2		17	30	2		30			8	7		1	2	2	0	1								1		1	1	4	4		2					0	2		1				2				2														1	1	1	2	3		1	1	12	75	1	4	7512			1200000	6	17	1
3748041121	3748041	1	2	1	60	17	1	2	1		1	1	2	1	1	1		7	INTERNET		2			2		2		2		2		98				2		1	2		2	2	2			2					2	2	2	2		.						.	12			1	2				2						17	30	2		30			5	5		1	1	1	10	1								1		1	1	12	1		1	20	4		500000	0	9		1	1	1	17	2				2														1	1	1	2	10	SEGUNDO EMPLEO	1	1	44	74	1	1	7430			500000	6	17	1
3748048121	3748048	1	2	1	60	8	2									180																																							6			300000	1		3		12												3		8	20	1		20			1	5		2				1								1		2	2				2						2		3				2				1	1	1	1	1	2	2	2	2	2	2		1	1	1	1	1	2	8		2	1	41	52	1	4	5239			300000	6	8	1
3748048131	3748048	1	3	1	60	8	2									48																																							6			2000000	1		3		12												3		8	36	1		36			1	5		2				1								1		2	2				2						2		11				1	10	2	1	2														1	1	1	2	8		2	1	41	51	1	4	5139			2000000	6	8	1
3748048141	3748048	1	4	1	60	8	2									2																																							6			1300000	1		3		12												3		8	20	2		20			1	5		2				1								1		2	1	36	1		2					0	2		11				2				1	1	1	1	2	2	2	1	2	2	1	PRESTACIONES	1	1	1	1	1	2	3		2	1	41	52	1	4	5239			1300000	6	8	1
3748049111	3748049	1	1	1	60	8	1	2	2	3	1	2	2	1	1	3		2		644350	1	300000	2	2		2		2		2		74000	42000		2	2		1	1		2	2	2			2				430000	2	2	1	1									9		16	2	2				2						8	48		.	60			9	7		1	1	1	10	1	1									1	1	60	1		2					0	1		1				1	24	1	1	2														1	1	1	2	10	BUSCO OTRO TRABAJO	2	1	58	80	1	1	8050			644350	6	8	1
3748050111	3748050	1	1	1	60	8	2									240																																							7		1	1500000	1		3		12											2015	2	1	8	84		.	84			2	1		2				1								1		2	1	24	1		2					5	2		1				2				2														1	1	1	2	3		1	1	16	18	1	5	1810			1500000	6	8	1
3748051111	3748051	1	1	1	60	8	1	2	2	12	2	1	2	1	1	30		1		644336	2			2		2		2		2		74000	44000		2	2		1	1		2	2	2			2				308000	2	2	1	2		.						.	12	1		2	2				2						8	48		.	48			9	7		1	1	1	9	1	1									1	1	72	1		2					7	1		1				1	14	2	1	2														1	1	1	2	1		1	1	97	26	1	1	2693	7491	74	644336	6	8	1
3748056111	3748056	1	1	1	60	76	1	2	1		2	1	2	1	1	15		3		644350	1	100000	2	2		2		2		2		74000				2		1	2		2	2	2			2				616000	2	2	1	2		.						.	12	1		1	2				2						76	54		.	45	7	DIA COMPENSATORIO	6	7		1	1	1	8	1								1		1	1	12	1		2					12	1		1				2				2														1	1	1	2	1		1	1	45	52	1	1	5233	7491	74	644350	6	76	1
3748058111	3748058	1	1	1	60	76	1	2	1		1	1	2	1	1	48		2		644300	2			2		2		2		2		98	22000		2	2		1	1		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						76	60		.	0	1		9	7		1	1	1	8	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	3		1	1	33	52	1	1	5211			644300	6	76	1
3748058121	3748058	1	2	1	60	76	1	1			1	1	2	2	2	2																																							3			600000	1		3		8												3		76	48		.	48			6	7		2				1								1		2	1	4	1		2					4	2		3				2				1	1	2	1	2	1	2	2	2	2	2		2	1	1	2	1	2	3		1	1	79	18	1	4	1810			600000	6	76	1
3748060121	3748060	1	2	1	60	76	1	2	1		1	1	2	1	1	88		1		644350	1	60000	2	2		2		2		1	170000	74000	25000		2	2		1	1		2	2	2			2	120000			616000	1	2	1	2		.						.	12			2	2				2						76	48		.	48			9	7		1	1	1	14	1	1									1	1	36	1		2					0	1		1				1	10	2	1	2														1	1	1	2	1		1	1	38	74	1	1	7499			644350	6	76	1
3748060131	3748060	1	3	1	60	76	1	2	1		1	1	2	1	1	7		1		644350	2			2		2		2		2		74000	25000		2	2		1	1		2	2	2			2				100000	2	2	1	2		.						.	10			2	2				2						76	45		.	45			8	7		1	1	1	6	1	1									1	1	3	1		2					0	1		1				2				2														1	2	1	2	3		1	1	39	74	1	1	7499			644350	6	76	1
3748061111	3748061	1	1	1	60	76	1	2	2	12	1	1	2	1	1	120		2		1100000	1	280000	2	1	84000	2		2		2		74000				2		1	2		2	2	2			2				98	2	2	1	1									12		6	2	2				2						76	48		.	54			9	7		1	1	1	10	1								1		1	1	12	1		2					12	1		1				1	12	1	1	2														1	1	1	2	8		1	1	59	85	1	1	8511			1184000	6	76	1
3748062111	3748062	1	1	1	60	76	1	1			1	1	2	2	2	6		1		600000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						76	48		.	48			2	6		2				1								1		2	1	6	4		2					0	2		7				1	10	2	1	1	1	1	1	2	1	2	1	2	2	2		2	1	2	2	2	2	2		2	2	53	55	1	1	5529			600000	6	76	1
3748063121	3748063	1	2	1	60	76	1	2	2	12	1	1	2	1	1	4		1		644350	2			2		2		2		2		74000				1		1	2		2	2	2			2				644350	2	2	1	2		.						.	12			2	2				2						76	48		.	48			4	7		1	2	1	15	1	1									1	1	48	1		2					0	1		1				2				2														1	1	1	2	1		1	1	45	25	1	1	2529			644350	6	76	1
3748065111	3748065	1	1	1	60	73	1	2	2	12	1	1	1	1	1	276		1		890000	2			2		2		1	132000	2			23000		2			2	1		2	2	2			1		210000	471000	455000	2	1	1	2		.						.	12			2	2				2						73	48		.	0	1		9	7		1	2	1	28	1	1									1	1	39	1		2					0	1		1				1	24	2	1	2														1	1	1	1	4		1	1	70	17	1	1	1720			890000	6	73	1
3748065121	3748065	1	2	1	60	73	2									1																																							7		2	250000	1		3		12												2		73	15	2		15			1	1		2				1								1		2	1	240	4		1	2	4		125000	0	2		3	1	5	73	2				2														1	2	1	2	3		1	1	53	55	1	4	5529			375000	6	73	1
3748066111	3748066	1	1	1	60	73	2									48																																							6			400000	1		3		12												3		73	84		.	84			1	7		9														2	1	36	1		2					0	2		1				2				1	1	2	1	1	2	2	2	1	1	2		2	1	2	2	2	2	10	LA PENSION	2	1	58	74	1	4	7492			400000	6	73	1
3748066131	3748066	1	3	1	60	73	2									1																																							7		2	150000	1		3		12												2		73	36	1		36			1	5		2				1								1		2	1	3	3		2					0	2		2				1	22	1	1	1	1	2	1	2	1	2	2	1	1	2		1	1	2	2	2	2	3		2	1	41	52	1	4	5239			150000	6	73	1
3748067111	3748067	1	1	1	60	73	1	2	1		1	1	1	1	1	54		2		720000	2			2		2		2		2		74000				1		1	9		2	2	2			2			340000	340000	2	1	1	2		.						.	12			2	2				2						73	48		.	48			9	5		1	1	1	4	1	1			1						1	1	8	1		2					0	1		1				2				2														1	1	1	2	3		1	1	85	64	1	1	6424			720000	6	73	1
3748067121	3748067	1	2	1	60	73	1	1			1	2	1	1	1	16		2		600000	2			2		2		2		2								2	2		2	2	2			1		150000	300000	300000	2	1	1	2		.						.	12			2	2				2						73	43		.	43			4	7		2				1								1		2	1	16	1		2					3	2		3				2				1	1	2	1	2	2	2	2	2	2	1	PRESTACIONES DE LEY	2	1	2	2	1	2	3		2	1	97	64	1	1	6412			600000	6	73	1
3748068121	3748068	1	2	1	60	73	1	1			1	1	2	2	2	4		1		800000	2			2		2		2		2			23000		2			2	1		2	2	2			2					2	2	2	2		.						.	4			2	2				2						73	54		.	54			7	7		1	1	1	0	1	1									1	1	36	1		2					12	1		1				2				2														1	1	1	2	5		1	1	79	18	1	1	1810			800000	6	73	1
3748069111	3748069	1	1	1	60	73	2									8																																							7		2	350000	1		3		12												2		73	70		.	70			2	1		2				1								1		2	1	120	4		2					0	2		2				2				2														1	2	1	2	8		1	1	41	52	1	4	5211			350000	6	73	1
3748070111	3748070	1	1	1	60	73	2									1																																							7		2	250000	1		3		12												2		73	24	2		24			1	1		2				1								1		2	1	120	4		2					0	2		5				2				2														1	2	1	2	3		1	1	53	55	1	4	5529			250000	6	73	1
3748072121	3748072	1	2	1	60	50	2									1																																							4			150000	1		1		1												2		50	35	2		35			1	5		2				1			1							2	1	16	1		2					0	2		2				2				2														1	2	1	2	2		1	1	41	52	1	4	5233			150000	6	50	1
3748073121	3748073	1	2	1	60	50	1	1			1	1	1	1	1	24		1		520000	2			2		2		2		2		76000	27000		2	2		1	1		2	2	2			2			250000	250000	2	1	1	2		.						.	12			2	2				2						50	30	2		30			3	7		2				1								1		2	1	36	1		2					0	1		1				2				2														1	1	1	2	5		1	1	21	15	1	1	1594			520000	6	50	1
3748073141	3748073	1	4	1	60	50	2									36																																							6			700000	1		3		12												3		50	48		.	48			1	5		2				1								1		2	1	12	4		2					1	2		1				2				2														1	1	1	2	8		1	1	8	64	1	4	6422			700000	6	50	1
3748074121	3748074	1	2	1	60	50	2									72																																							6				1		3		12												3		50	48		.	48			1	2		2				1								1		2	2				2						2		2				2				2														1	1	1	2	3		2	1	57	93	1	4	9302				6	50	1
3748074141	3748074	1	4	1	60	50	2									60																																							6			200000	1		3		12												3		50	15	2		0	6		1	2		2				1								1		2	1	24	4		2					12	2		2				2				1	1	2	1	2	1	1	2	2	1	2		1	1	1	2	1	2	3		2	1	57	93	1	4	9302			200000	6	50	1
3748077111	3748077	1	1	1	60	50	1	2	2	12	1	1	2	2	2	18																																							1			2600000	1		3		12												3		50	40		.	40			9	7		1	2	2	4	1	1									1	1	2	1		2					3	2		1				2				1	1	1	1	2	1	2	2	2	2	2		1	1	1	2	1	2	2		2	1	12	75	1	4	7514			2600000	6	50	1
3748077121	3748077	1	2	1	60	50	1	2	2	3	1	2	2	2	2	2																																							1			2000000	1		3		8												3		50	40		.	40			3	7		1	1	2	4	1	1									1	1	6	1		2					3	2		1				2				1	1	2	1	2	1	2	2	2	2	2		1	1	1	2	1	2	3		2	1	8	72	1	4	7220			2000000	6	50	1
3748078111	3748078	1	1	1	60	50	2									360																																							7		2		1		3		12												2		50	60		.	60			1	7		2				1								1		2	1	36	1		2					0	2		2				2				2														1	2	1	2	5		2	1	84	50	1	4	5020				6	50	1
3748078121	3748078	1	2	1	60	50	2									84																																							6			300000	1		3		12												3		50	30	2		30			1	1		2				1								1		2	1	36	1		1	30	4		250000	0	2		2	1	1	50	2				2														1	2	1	2	3		2	1	53	55	1	4	5529			550000	6	50	1
3748079111	3748079	1	1	1	60	50	1	1			1	1	2	1	1	48		1		644350	2			2		2		2		2			27100		2			2	1		2	2	2			2				616000	2	2	1	2		.						.	12			2	2				2						50	84		.	84			4	4		1	2	1	6	1	1									1	1	60	1		2					0	1		1				2				2														1	1	1	2	5		1	1	98	60	1	1	6041			644350	6	50	1
3748080111	3748080	1	1	1	60	66	2									240																																							6			1000000	1		3		12												3		66	35	1		35			1	2		2				1								1		2	1	24	4		2					0	2		2				1	10	2	1	2														1	1	1	2	8		1	1	3	52	1	4	5272			1000000	6	66	1
3748081111	3748081	1	1	1	60	66	1	1			1	2	2	2	2	6		1		400000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						66	40		.	40			3	7		1	4	2	20	1	1									2	1	24	1		2					5	2		2				1	10	1	1	1	1	2	1	2	1	2	2	2	2	2		1	1	1	2	2	2	3		1	1	59	1	1	1	140			400000	6	66	1
3748082111	3748082	1	1	1	60	66	2									240																																							6			1000000	1		3		12												3		66	60		.	60			1	2		2				1								1		2	1	60	1		2					1	2		2				2				1	1	2	1	2	2	2	2	1	2	2		2	1	2	2	1	2	3		1	1	95	45	1	4	4521			1000000	6	66	1
3748082121	3748082	1	2	1	60	66	1	1			1	1	2	2	2	1																																							3			30000	1		3		4												3		66	10	1		40			2	2		2				1								1		2	1	3	1		2					8	2		2				1	40	1	1	1	1	2	1	2	1	2	2	2	2	2		1	1	2	2	2	2	3		2	1	94	36	1	4	3699			30000	6	66	1
3748083111	3748083	1	1	1	60	66	2									120																																							7		1	1000000	1		3		12											2015	2	1	66	50		.	50			1	1		2				1								1		2	1	12	1		2					12	2		3				2				2														1	1	1	2	8		1	1	57	93	1	4	9302			1000000	6	66	1
3748084121	3748084	1	2	1	60	66	2									240																																							6			200000	1		3		12												3		66	20	1		20			1	1		2				1								1		2	1	12	1		2					0	2		3				1	20	2	1	1	1	2	1	2	2	2	2	2	2	2		2	1	1	2	1	2	8		1	1	84	50	1	4	5020			200000	6	66	1
3748084131	3748084	1	3	1	60	66	1	2	1		1	1	1	1	1	6		1		644350	2			2		2		2		2		74000				2		1	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						66	48		.	48			3	7		1	1	1	0	1	1									1	1	12	1		2					2	1		1				2				1	1	1	1	2	2	2	2	2	2	2		1	1	1	1	1	2	3		1	1	32	65	1	1	6599			644350	6	66	1
3748085121	3748085	1	2	1	60	66	1	2	1		1	1	1	1	1	4		2		644350	2			2		2		2		2		74000	24700		2	2		1	1		2	2	2			2					2	2	2	2		.						.	4			2	2				2						66	48		.	48			7	7		1	2	1	0	1	1									1	1	1	1		2					8	1		1				2				2														1	1	1	2	5		1	1	70	36	1	1	3699			644350	6	66	1
3748086111	3748086	1	1	1	60	66	2									12																																							6			300000	1		3		12												3		66	36	2		36			1	6		2				1								1		2	1	12	1		2					12	2		2				2				1	1	2	1	2	2	1	2	2	2	2		1	1	1	2	1	2	8		2	1	41	55	1	4	5529			300000	6	66	1
3748086121	3748086	1	2	1	60	66	2									18																																							6			400000	1		3		12												3		66	30	2		30			1	5		2				1								1		2	1	12	1		2					0	2		5				2				2														1	1	1	2	3		1	1	41	52	1	4	5231			400000	6	66	1
3748086141	3748086	1	4	1	60	66	2									60																																							6			300000	1		3		12												3		66	70		.	70			1	6		2				1								1		2	1	2	1		2					0	2		2				2				2														1	1	1	2	3		1	1	45	52	1	4	5262			300000	6	66	1
3748087111	3748087	1	1	1	60	66	1	1			1	2	2	2	2	1		1		400000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						66	24	1		24			4	7		2				1								1		2	1	6	1		2					0	2		2				1	24	1	1	1	1	2	1	2	1	2	2	2	2	2		1	1	2	2	2	2	3		2	1	45	52	1	1	5234			400000	6	66	1
3748088111	3748088	1	1	1	60	66	2									240																																							6			300000	1		3		12												3		66	50		.	50			1	5		2				1								1		2	1	36	1		2					0	2		2				2				2														1	2	1	2	3		2	1	59	93	1	4	9309			300000	6	66	1
3748089111	3748089	1	1	1	60	66	1	2	2	12	2	2	1	1	1	10		3		644350	1	110000	2	2		2		2		2		74000				2		1	2		2	2	2			2			320000	320000	2	1	1	1									12	1	12	2	2				2						66	48		.	60			9	7		1	1	1	14	1	1									1	1	12	1		2					0	1		1				2				1	1	2	2	1	2	2	2	2	2	2		2	1	1	1	2	2	3		1	1	59	85	1	1	8511	7491	74	644350	6	66	1
3748090111	3748090	1	1	1	60	66	1	1			1	1	2	2	2	240																																							4			600000	1		3		12												3		66	60		.	60			3	7		2				1								1		2	2				2						2		2				2				1	1	2	1	2	2	2	2	1	1	2		2	1	1	2	1	2	8		1	1	85	50	1	4	5020			600000	6	66	1
3748091111	3748091	1	1	1	60	66	2									12																																							6			200000	1		3		12												3		66	50		.	24	6		1	2		2				1								1		2	1	12	1		2					0	2		3				2				2														1	1	1	2	3		2	1	95	45	1	4	4521			200000	6	66	1
3748091121	3748091	1	2	1	60	66	2									60																																							7		1	450000	1		3		12											2015	2	1	66	84		.	84			2	7		2				1								1		2	2				2						2		3				2				2														1	1	1	2	3		1	1	45	52	1	4	5211			450000	6	66	1
3748091131	3748091	1	3	1	60	66	1	1			1	1	2	2	2	24		1		240000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						66	33	1		33			2	7		2				1								1		2	1	24	4		1	28	6			0	2		1	2	1	66	1	25	2	1	1	1	2	1	1	2	2	2	2	2	2		2	1	1	2	1	2	3		1	2	45	52	1	1	5211			240000	6	66	1
3748092111	3748092	1	1	1	60	66	2									36																																							7		2	600000	1		3		12												2		66	40		.	0	3		2	1		2				1								1		2	1	120	1		2					0	2		1				2				1	1	2	1	2	2	2	2	2	2	2		2	1	1	2	1	2	3		1	1	79	18	1	4	1810			600000	6	66	1
3748092121	3748092	1	2	1	60	66	2									36																																							7		2	600000	1		3		12												2		66	72		.	72			2	1		2				1								1		2	1	240	1		2					36	2		3				2				1	1	2	1	2	2	2	2	2	2	2		2	1	1	2	1	2	3		1	1	79	18	1	4	1810			600000	6	66	1
3748093111	3748093	1	1	1	60	66	1	2	1		1	1	1	1	1	84		2		644350	2			2		2		2		2		74000	24000		2	2		1	1		2	2	2			2			308000	308000	2	1	1	2		.						.	12			2	2				2						66	48		.	48			9	7		1	1	1	7	1	1									1	1	2	1		2					0	1		1				2				2														1	1	1	2	3		1	1	3	34	1	1	3430			644350	6	66	1
3748093121	3748093	1	2	1	60	66	1	2	1		1	1	1	1	1	84		1		700000	2			2		2		2		2		74000	24000		2	2		1	1		2	2	2			2			330000	330000	2	1	1	2		.						.	12			2	2				2						66	48		.	48			9	7		1	1	1	12	1	1									1	1	4	1		2					0	1		1				2				2														1	1	1	2	3		1	1	33	34	1	1	3430			700000	6	66	1
3748094111	3748094	1	1	1	60	66	2									180																																							6				1		3		12												3		66	50		.	50			1	6		2				1								1		2	1	36	8		2					0	2		2				2				2														1	2	1	2	10	ARRIENDOS	1	1	45	52	1	4	5262				6	66	1
3748095111	3748095	1	1	1	60	66	1	1			1	1	2	2	2	6																																							3			500000	1		3		12												3		66	66		.	66			3	7		2				1								1		2	1	120	4		2					1	2		2				2				2														1	1	1	2	3		1	1	80	19	1	4	1929			500000	6	66	1
3748095121	3748095	1	2	1	60	66	2									36																																							5			16000	1		3		12												3		66	30	2		30			1	5		2				1								1		2	1	5	1		2					0	2		3				2				1	1	1	1	1	2	2	2	2	2	1	TENER PRESTACIONES SOCIALES	1	1	2	2	2	2	3		1	1	45	52	1	4	5261			16000	6	66	1
3748096111	3748096	1	1	1	60	66	2									84																																							6			570000	1		1		4												3		66	15	1		15			1	1		2				1								1		2	1	3	3		2					5	2		2				1	40	2	2	2														1	2	2	2	3		2	1	94	36	1	4	3699			570000	6	66	1
3748096131	3748096	1	3	1	60	66	2									360																																							6			1000000	1		3		12												3		66	54		.	54			1	9		2				1								1		2	1	24	1		2					0	2		2				2				2														1	1	1	2	3		1	1	95	45	1	4	4521			1000000	6	66	1
3748097111	3748097	1	1	1	60	66	1	2	1		1	1	1	1	1	60		1		1200000	2			2		2		2		2		74000	24700		2	2		1	1		2	2	2			2			550000	550000	2	1	1	2		.						.	12			2	2				2						66	48		.	48			4	7		1	1	1	12	1	1									2	1	96	1		2					2	2		1				2				2														1	1	1	2	1		1	1	50	55	1	1	5511			1200000	6	66	1
3748097121	3748097	1	2	1	60	66	1	1			1	2	2	2	2	6		2		480000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						66	40		.	40			7	7		2				1						1				2	1	12	4		2					0	2		3				2				1	1	2	1	2	2	2	1	2	2	2		1	1	1	2	2	2	3		2	1	59	85	1	1	8512			480000	6	66	1
3748098111	3748098	1	1	1	60	66	1	2	2	3	2	1	1	1	1	1		1		644350	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	1	4		2	2		EMPRESA ASEAMOS LTDA		2						66	48		.	48			4	7		1	1	1	10	1	1									1	1	19	1		2					36	1		1				2				2														1	1	1	2	8		1	1	55	70	1	1	7020	7491	74	644350	6	66	1
3748099111	3748099	1	1	1	60	66	1	2	1		1	1	1	1	1	222		5		2200000	2			2		2		2		2		120000	48000		2	1		1	1		2	2	2			2			3000000	1500000	2	1	1	2		.						.	12			2	2				2						66	105		.	105			9	4		1	3	1	18	1	1									1	1	42	2		2					5	1		1				2				2														1	1	2	2	5		1	2	58	75	1	2	7524			2200000	6	66	1
3748099121	3748099	1	2	1	60	66	2									60																																							6			85000	1		3		12												3		66	5	2		3	6		1	2		2				1								1		2	1	12	1		2					96	1		3				2				1	1	2	2	2	2	2	2	2	1	2		2	1	1	1	1	2	3		1	1	57	93	1	4	9302			85000	6	66	1
3748101111	3748101	1	1	1	60	66	2									60																																							7		1	450000	1		3		12												2	2	66	66		.	66			1	7		2				1								1		2	1	192	2		2					36	2		4				2				2														1	1	1	2	2		1	1	85	52	1	4	5272			450000	6	66	1
3748102111	3748102	1	1	1	60	66	2									216																																							6			450000	1		3		12												3		66	84		.	84			1	4		2				1								1		2	2				2						2		2				2				2														1	1	1	1	8		1	1	99	63	1	4	6310			450000	6	66	1
3748103111	3748103	1	1	1	60	66	2									120																																							6			1200000	1		3		12												3		66	72		.	84			1	4		2				1								1		2	1	240	5		2					0	2		2				2				2														1	1	1	2	5		2	1	98	60	1	4	6021			1200000	6	66	1
3748105111	3748105	1	1	1	60	66	2									214																																							6			700000	1		3		12												3		66	72		.	72			1	4		1	2	2	18	1	1									1	1	144	4		2					24	2		1				2				1	1	1	1	1	1	1	1	1	1	2		2	1	2	2	2	2	3		2	2	98	60	1	4	6031			700000	6	66	1
3748105131	3748105	1	3	1	60	66	1	2	2	6	1	1	1	1	1	36		2		800000	2			2		2		2		2		74000				2		1	2		2	2	1	200000	2	2			400000	400000	2	1	1	2		.						.	12			2	2				2						66	54		.	54			9	5		1	1	1	5	1	1									1	1	24	1		2					8	1		1				2				2														1	1	1	2	3		1	1	45	51	1	1	5125			800000	6	66	1
3748105141	3748105	1	4	1	60	66	1	2	2	12	1	1	1	1	2	24		2		644350	2			2		2		2		2		74000				2		1	2		2	2	1	600000	2	2			335000	335000	2	1	1	2		.						.	12			2	2				2						66	40		.	40			9	7		1	1	1	4	1	1									1	1	24	1		2					3	1		1				2				2														1	1	1	2	3		1	1	44	65	1	1	6512			644350	6	66	1
3748106111	3748106	1	1	1	60	66	2									348																																							7		1		1		3		12											2015	2	1	66	60		.	60			2	7		1	2	2	25	1	1									2	1	120	1		2					0	2		3				2				2														1	1	1	2	8		1	1	21	28	1	5	2811				6	66	1
3748106131	3748106	1	3	1	60	66	1	2	1		1	1	1	1	1	84		1		900000	2			2		2		2		2		74000				2		1	2		2	2	2			2			450000	450000	2	1	1	2		.						.	12			2	2				2						66	48		.	48			7	7		1	1	1	8	1	1									1	2				2						1		1				2				1	1	1	1	1	2	2	2	1	2	2		1	1	1	1	1	2	8		1	2	44	70	1	1	7010			900000	6	66	1
3748107111	3748107	1	1	1	60	66	2									300																																							6			200000	1		3		12												3		66	49		.	5	6		1	2		2				1								1		2	1	360	1		2					0	2		2				2				2														1	1	1	2	3		1	1	93	45	1	4	4552			200000	6	66	1
3748109111	3748109	1	1	1	60	66	2									300																																							6			400000	1		3		12												3		66	72		.	72			1	6		2				1								1		2	1	120	8		2					0	2		4				2				1	1	1	1	1	2	2	2	2	2	2		2	1	1	1	2	2	8		1	1	41	52	1	4	5237			400000	6	66	1
3748153111	3748153	1	1	1	60	17	2									132																																							6			600000	1		3		12												2		17	70		.	70			2	1		2				1								1		2	1	11	1		2					0	2		2				2				1	1	1	1	1	2	2	1	2	2	2		2	2	1	2	2	2	5		1	1	95	20	1	4	2090			600000	6	17	1
3748153121	3748153	1	2	1	60	17	2									180																																								.						.	12														17	21	2		21			2	1		2				1								1		2	2				2						2		2				2				1	1	1	1	2	2	2	1	2	2	2		2	2	1	2	1	2	8		1	1	95	20	1	6	2090				6	17	1
3748154111	3748154	1	1	1	60	17	2									60																																							6			350000	1		3		12												2		17	35	2		35			1	1		2				1								1		1	1	6	1		2					0	2		2				2				2														1	1	1	2	3		1	1	54	55	1	4	5519			350000	6	17	1
3748154151	3748154	1	5	1	60	17	2									4																																							6			120000	1		3		4												2		17	30	2		30			1	1		2				1								1		2	2				2						2		2				2				2														1	1	1	2	3		2	1	54	85	1	4	8532			120000	6	17	1
3748154161	3748154	1	6	1	60	17	1	2	1		1	1	2	1	1	20		2		644350	1	100000	2	2		2		2		2		73944				2		1	2		2	2	2			2				616000	2	2	1	1									12		4	2	2				2						17	48		.	52			8	7		1	1	1	8	1	1									1	1	12	1		2					3	1		1				2				2														1	1	1	2	1		1	1	58	52	1	1	5211			644350	6	17	1
3748155121	3748155	1	2	1	60	17	2									12																																							6			500000	1		3		12												2		17	40		.	40			1	5		2				1								1		2	1	24	4		2					6	2		5				1	30	2	1	1	1	1	1	2	2	2	1	2	2	2		2	1	2	2	1	2	8		2	1	41	52	1	4	5233			500000	6	17	1
3748155131	3748155	1	3	1	60	17	1	2	2	12	1	1	2	2	2	40																																							2			480000	1		3		12												2		17	8	1		8			9	7		1	1	2	4	1								1		1	1	84	4		2					0	1		1				1	40	1	1	2														1	2	2	1	5		1	1	15	92	1	4	9213			480000	6	17	1
3748156111	3748156	1	1	1	60	17	1	1			1	1	2	2	2	4		1		200000	2			1	60000	2		2		1	10000							2	2		2	2	2			2					2	2	2	2		.						.	4			2	2				2						17	2	1		8			2	2		2				1								1		2	1	3	1		2					5	2		5				1	12	1	1	1	1	2	1	2	1	1	2	2	2	2		1	2	1	2	1	2	3		1	1	54	95	1	3	9500			260000	6	17	1
3748157111	3748157	1	1	1	60	17	1	2	2	12	2	2	2	1	1	14		1		750000	2			2		2		2		2		73944	50000		2	2		1	1		2	2	2			2				415000	2	2	1	2		.						.	12	4		2	2		EMPRESA SEGURIDAD SUPERIOR		2						17	48		.	48			9	7		1	1	1	8	1								1		1	1	39	1		2					1	1		1				1	24	2	1	2														1	1	1	2	8		1	1	58	70	1	1	7020	7492	74	750000	6	17	1
3748159111	3748159	1	1	1	60	17	1	2	2	12	2	1	2	1	1	120		1		850000	2			2		2		2		2		73944	25000		2	2		1	1		2	2	2			2				800000	2	2	1	2		.						.	12	1		2	2				2						17	48		.	48			9	7		1	2	1	25	1	1									1	1	48	1		2					18	1		1				2				2														1	1	1	2	3		1	1	83	28	1	1	2893	7491	74	850000	6	17	1
