idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	P6016	P6020	P6030	P6030s1	P6030s3	P6040	P6050	P6070	P6090	P6140	P6150	P6100	P6110	P6120	P6125	P6160	P6170	P6175	P6210	P6210s1	P6220	Area	Esc	Mes	Dpto
3748163131	3748163	1	3	1	10	2	1	1	3	2008	7	3		1			1	5		2	1	1	2	3	0		17	0	6	17
3748163141	3748163	1	4	1	10	2	2	1	8	2014	0	3		1			1	5		2							17		6	17
3748164111	3748164	1	1	1	10	1	2	1	3	1944	71	1	5	1			1	5		2	1	2		3	5		17	5	6	17
3748165111	3748165	1	1	1	10	1	1	1	10	1993	21	1	6	1			3			2	1	1	1	6	1	2	17	12	6	17
3748165121	3748165	1	2	1	10	2	1	1	8	1993	21	9	6	1			3			2	1	1	1	6	3	2	17	14	6	17
3748165131	3748165	1	3	1	10	3	1	1	1	1996	19	9	6	1			2	5		2	1	1	1	6	1	2	17	12	6	17
3748166111	3748166	1	1	1	10	1	2	1	11	1930	84	1	5	1			1	2	77322	2	1	2		3	5		17	5	6	17
3748166121	3748166	1	2	1	10	2	2	1	11	1967	47	3	6	1			1	1	104000	2	1	2		6	7	5	17	18	6	17
3748168111	3748168	1	1	1	10	1	1	1	5	1978	37	1	1	1			1	5		2	1	2		4	9		17	9	6	17
3748168121	3748168	1	2	1	10	2	2	1	3	1981	34	2	1	1			1	4		2	1	2		5	11	2	17	11	6	17
3748169111	3748169	1	1	1	10	1	2	1	9	1976	38	1	6	1			1	3	80544	2	1	2		6	1	5	17	12	6	17
3748169121	3748169	1	2	1	10	2	2	1	3	1997	18	9	6	1			1	1	25774	2	1	1	2	6	0	3	17	11	6	17
3748170111	3748170	1	1	1	10	1	1	1	5	1932	83	1	3	1			1	2	212000	2	1	2		3	5		17	5	6	17
3748170121	3748170	1	2	1	10	2	2	1	11	1946	68	2	3	1			2	5		2	1	2		3	5		17	5	6	17
3748171111	3748171	1	1	1	10	1	2	1	4	1943	72	1	6	1			1	5		2	2	2		1	0		17	0	6	17
3748171121	3748171	1	2	1	10	2	2	1	7	1959	55	6	6	1			3			1	1	2		3	1		17	1	6	17
3748172111	3748172	1	1	1	10	1	1	1	1	1967	48	1	3	1			1	1	80000	2	1	2		6	7	5	17	18	6	17
3748172121	3748172	1	2	1	10	2	2	1	4	1964	51	2	3	1			1	1	196000	2	1	2		6	14	5	17	25	6	17
3748172131	3748172	1	3	1	10	3	2	1	9	1997	17	3	6	1			1	5		2	1	1	1	6	0	2	17	11	6	17
3748172141	3748172	1	4	1	10	4	2	1	11	1999	15	3	6	1			1	5		2	1	1	2	4	9		17	9	6	17
3748173111	3748173	1	1	1	10	1	2	1	6	1936	79	1	5	1			1	2	77322	2	1	2		6	4	3	17	15	6	17
3748174111	3748174	1	1	1	10	1	2	1	10	1943	71	1	4	1			3			2	1	2		3	1		17	1	6	17
3748175111	3748175	1	1	1	10	1	1	1	12	1960	54	1	3	1			1	5		2	1	2		5	11	2	17	11	6	17
3748175121	3748175	1	2	1	10	2	2	1	6	1964	50	2	3	1			1	5		2	1	2		4	7		17	7	6	17
3748175131	3748175	1	3	1	10	3	1	1	12	1983	31	3	6	2	1	6				1	1	2		6	5	4	17	16	6	17
3748175141	3748175	1	4	1	10	4	2	1	1	1988	27	3	6	1			1	3	80544	2	1	1	2	6	5	3	17	16	6	17
3748176111	3748176	1	1	1	10	1	1	1	7	1944	70	1	4	1			1	2	133000	2	1	2		5	11	2	17	11	6	17
3748177111	3748177	1	1	1	10	1	2	1	4	1964	51	1	6	1			1	3	125000	2	1	2		6	7	5	17	18	6	17
3748178111	3748178	1	1	1	10	1	1	1	4	1926	89	1	3	1			1	2	77322	2	1	2		3	1		17	1	6	17
3748178121	3748178	1	2	1	10	2	2	1	8	1946	68	2	3	1			1	5		2	2	2		3	2		17	2	6	17
3748179111	3748179	1	1	1	10	1	2	1	10	1940	74	1	5	1			1	2	77322	2	1	2		3	4		17	4	6	17
3748179121	3748179	1	2	1	10	2	2	1	12	1962	52	3	4	1			1	1	25774	2	1	2		6	2	3	17	13	6	17
3748179131	3748179	1	3	1	10	3	1	1	3	1988	27	4	6	2	1	24				1	1	1	1	6	4	2	17	15	6	17
3748179141	3748179	1	4	1	10	4	2	1	4	1944	71	5	5	1			1	2	77322	2	2	2		3	1		17	1	6	17
3748180111	3748180	1	1	1	10	1	2	1	8	1963	51	1	3	1			1	1	200000	2	1	2		6	7	5	17	18	6	17
3748180121	3748180	1	2	1	10	1	2	1	11	2000	14	3	6	1			1	5		2	1	1	2	4	8		17	8	6	17
3748181111	3748181	1	1	1	10	1	2	1	2	1969	46	1	4	1			1	3	80544	2	1	2		6	4	3	17	15	6	17
3748181121	3748181	1	2	1	10	1	1	1	4	2004	11	3	6	1			2	5		2	1	1	2	3	4		17	4	6	17
3748226111	3748226	1	1	1	10	1	1	1	2	1951	64	1	3	1			1	3	80500	2	1	2		3	5		54	5	6	54
3748226121	3748226	1	2	1	10	2	2	1	5	1958	57	2	3	1			1	5		2	1	2		3	5		54	5	6	54
3748227111	3748227	1	1	1	10	1	1	1	8	1954	60	1	4	1			3			2	1	2		3	5		54	5	6	54
3748227121	3748227	1	2	1	10	2	2	1	4	1978	37	3	2	1			3			2	1	2		5	11	2	54	11	6	54
3748227131	3748227	1	3	1	10	3	1	1	2	1983	32	5	2	1			3			2	1	1	1	3	2		54	2	6	54
3748227141	3748227	1	4	1	10	2	1	1	2	2006	9	4		1			3			2	1	1	1	3	3		54	3	6	54
3748228111	3748228	1	1	1	10	1	2	1	10	1948	66	1	5	1			3			1	1	2		3	5		54	5	6	54
3748228121	3748228	1	2	1	10	2	2	1	5	1955	60	5	6	1			3			1	1	2		3	2		54	2	6	54
3748229111	3748229	1	1	1	10	1	1	1	2	1971	44	1	4	1			3			2	1	2		5	11	2	54	11	6	54
3748230111	3748230	1	1	1	10	1	1	1	11	1968	46	1	4	1			3			2	1	2		4	9		54	9	6	54
3748231111	3748231	1	1	1	10	1	2	1	12	1958	56	1	4	1			2	1	98	2	1	2		6	7	5	54	18	6	54
3748231121	3748231	1	2	1	10	2	2	1	3	1980	35	3	4	1			1	1	98	2	1	2		6	5	4	54	16	6	54
3748231131	3748231	1	3	1	10	2	2	1	7	2011	3	4		1			1	5		2	2	1	2	2	0		54	0	6	54
3748231141	3748231	1	4	1	10	2	2	1	7	2013	1	4		1			1	5		2							54		6	54
3748231151	3748231	1	5	1	10	5	2	1	9	1981	33	3	4	1			1	1	98	2	1	2		6	5	4	54	16	6	54
3748232111	3748232	1	1	1	10	1	1	1	9	1960	54	1	2	1			3			2	1	2		3	5		54	5	6	54
3748232121	3748232	1	2	1	10	2	2	1	10	1964	50	2	2	1			3			2	2	2		1	0		54	0	6	54
3748232131	3748232	1	3	1	10	1	1	1	1	2003	12	3	6	1			3			2	1	1	1	4	6		54	6	6	54
3748245111	3748245	1	1	1	10	1	1	1	8	1966	48	1	2	1			1	4		2	1	2		6	4	3	76	15	6	76
3748245121	3748245	1	2	1	10	2	2	1	8	1966	48	2	2	1			1	5		2	1	2		6	4	2	76	15	6	76
3748245131	3748245	1	3	1	10	3	2	1	2	1988	27	3	6	1			1	1	98	2	1	2		5	11	2	76	11	6	76
3748245141	3748245	1	4	1	10	2	1	1	7	2009	5	4		1			1	5		2	1	1	1	3	1		76	1	6	76
3748246111	3748246	1	1	1	10	1	1	1	6	1954	61	1	3	1			1	2	204000	2	1	2		5	11	2	76	11	6	76
3748246121	3748246	1	2	1	10	2	2	1	3	1953	62	2	3	1			1	5		2	1	2		5	11	2	76	11	6	76
3748246131	3748246	1	3	1	10	3	2	1	4	1979	36	3	6	1			1	1	98	2	1	2		5	11	2	76	11	6	76
3748246141	3748246	1	4	1	10	2	2	1	1	2004	11	4	6	1			1	5		2	1	1	1	3	3		76	3	6	76
3748246151	3748246	1	5	1	10	5	2	1	3	1987	28	3	6	1			1	1	98	2	1	2		5	11	2	76	11	6	76
3748247111	3748247	1	1	1	10	1	2	1	9	1980	34	1	4	1			1	5		2	1	2		3	5		76	5	6	76
3748247121	3748247	1	2	1	10	1	2	1	6	2000	14	3	6	1			1	5		2	1	1	1	4	7		76	7	6	76
3748247131	3748247	1	3	1	10	1	1	1	5	2005	10	3	6	1			1	5		2	1	1	1	3	3		76	3	6	76
3748248111	3748248	1	1	1	10	1	1	1	10	1967	47	1	3	1			1	1	98	2	1	2		5	11	2	76	11	6	76
3748248121	3748248	1	2	1	10	2	2	1	12	1970	44	2	3	1			1	5		2	1	2		3	3		76	3	6	76
3748248131	3748248	1	3	1	10	2	2	1	10	2003	11	3	6	1			1	5		2	1	1	1	3	4		76	4	6	76
3748249111	3748249	1	1	1	10	1	2	1	6	1974	40	1	2	1			1	1	98	2	1	2		5	11	2	76	11	6	76
3748249121	3748249	1	2	1	10	2	1	1	2	1969	46	2	2	1			1	5		2	1	2		5	11	2	76	11	6	76
3748249131	3748249	1	3	1	10	1	2	1	2	1998	17	3	6	1			1	5		2	1	2		5	11	2	76	11	6	76
3748250111	3748250	1	1	1	10	1	1	1	12	1961	53	1	4	1			2	2	99	2	1	2		6	7	5	76	18	6	76
3748251111	3748251	1	1	1	10	1	1	2			46	1	2	1			1	1	99	2	1	2		6	1	2	76	12	6	76
3748251121	3748251	1	2	1	10	2	2	2			26	2	2	1			3			2	1	2		5	11	2	76	11	6	76
3748252111	3748252	1	1	1	10	1	1	1	3	1960	55	1	3	1			1	1	98	2	1	2		6	7	5	76	18	6	76
3748252121	3748252	1	2	1	10	2	2	1	5	1964	51	2	3	1			1	5		2	1	2		6	7	5	76	18	6	76
3748253111	3748253	1	1	1	10	1	2	1	4	1962	53	1	4	1			1	3	98	2	1	2		6	7	4	76	18	6	76
3748253121	3748253	1	2	1	10	2	1	1	3	1996	19	3	6	1			1	5		2	1	1	2	6	1	2	76	12	6	76
3748253131	3748253	1	3	1	10	3	2	1	9	1973	41	6	6	1			1	3	80544	2	1	2		3	5		76	5	6	76
3748254111	3748254	1	1	1	10	1	1	2			62	1	4	1			1	2	99	2	1	2		6	5	4	76	16	6	76
3748254121	3748254	1	2	1	10	1	1	2			95	5	3	1			1	5		2	1	2		4	9		76	9	6	76
3748254131	3748254	1	3	1	10	1	2	2			83	5	3	1			1	5		2	1	2		4	8		76	8	6	76
3748254141	3748254	1	4	1	10	4	2	2			53	5	6	1			1	1	99	2	1	2		5	11	2	76	11	6	76
3748255111	3748255	1	1	1	10	1	2	1	8	1939	75	1	6	1			2	2	99	2	1	2		6	6	4	76	17	6	76
3748255121	3748255	1	2	1	10	2	1	1	8	1937	77	5	6	1			1	2	156000	2	1	2		5	11	2	76	11	6	76
3748255131	3748255	1	3	1	10	3	2	1	6	1942	72	5	6	1			2	2	300000	2	1	2		5	11	2	76	11	6	76
3748255141	3748255	1	4	1	10	4	2	1	12	1957	57	5	6	1			1	2	400000	2	1	2		6	6	5	76	17	6	76
3748255151	3748255	1	5	1	10	5	2	1	5	1970	45	6	5	1			3			2	1	2		3	5		76	5	6	76
3748256111	3748256	1	1	1	10	1	1	1	4	1982	33	1	2	1			3			2	1	2		4	9		76	9	6	76
3748256121	3748256	1	2	1	10	2	2	1	7	1990	24	2	2	1			3			2	1	1	1	6	0	2	76	11	6	76
3748256131	3748256	1	3	1	10	2	2	1	4	2006	9	3		1			3			2	1	1	1	3	3		76	3	6	76
3748257111	3748257	1	1	1	10	1	1	1	5	1993	22	1	1	1			1	1	26000	2	1	2		5	11	2	76	11	6	76
3748257121	3748257	1	2	1	10	2	2	1	3	1992	23	2	1	2	1	9				2	1	2		5	11	2	76	11	6	76
3748258111	3748258	1	1	1	10	1	2	1	11	1993	21	1	2	1			1	1	48000	2	1	2		5	11	2	76	11	6	76
3748258121	3748258	1	2	1	10	2	1	1	3	1991	24	2	2	1			1	3	85000	2	1	2		5	11	2	76	11	6	76
3748259111	3748259	1	1	1	10	1	2	1	7	1981	33	1	4	1			3			2	1	2		4	6		76	6	6	76
3748259121	3748259	1	2	1	10	1	1	1	11	2010	4	3		1			3			2	2	2		1	0		76	0	6	76
3748260111	3748260	1	1	1	10	1	2	1	3	1967	48	1	4	1			3			2	1	2		4	6		76	6	6	76
3748260121	3748260	1	2	1	10	2	2	1	12	1995	19	3	6	1			3			2	1	2		5	11	2	76	11	6	76
3748260131	3748260	1	3	1	10	1	2	1	6	2000	14	3	6	1			3			2	1	1	1	4	7		76	7	6	76
3748261111	3748261	1	1	1	10	1	1	1	4	1968	47	1	3	1			1	1	41560	2	1	2		4	9		76	9	6	76
3748261121	3748261	1	2	1	10	2	2	1	12	1967	47	2	3	1			1	5		2	1	2		4	7		76	7	6	76
3748261131	3748261	1	3	1	10	3	1	1	8	1994	20	3	6	1			1	1	98	2	1	2		5	11	2	76	11	6	76
3748262111	3748262	1	1	1	10	1	1	1	3	1934	81	1	3	1			2	2	400000	2	1	2		5	11	2	76	11	6	76
3748262121	3748262	1	2	1	10	2	2	1	12	1961	53	2	3	1			1	3	98	2	1	2		6	2	3	76	13	6	76
3748263111	3748263	1	1	1	10	1	2	1	4	1956	59	1	4	1			1	3	80300	2	1	2		4	7		76	7	6	76
3748263121	3748263	1	2	1	10	1	2	1	12	1930	84	5	5	1			1	2	98	2	2	2		1	0		76	0	6	76
3748264111	3748264	1	1	1	10	1	2	1	6	1976	38	1	4	1			3			2	1	2		5	11	2	76	11	6	76
3748264121	3748264	1	2	1	10	1	1	1	8	2000	14	3	6	1			3			2	1	1	2	4	8		76	8	6	76
3748264131	3748264	1	3	1	10	1	1	1	11	2009	5	3		1			3			2	2	1	2	2	0		76	0	6	76
3748265111	3748265	1	1	1	10	1	1	1	5	1946	69	1	6	1			2	2	98	2	1	2		6	8	4	76	19	6	76
3748265121	3748265	1	2	1	10	1	2	1	5	1940	75	5	6	1			1	2	98	2	1	2		5	11	2	76	11	6	76
3748266111	3748266	1	1	1	10	1	2	1	8	1970	44	1	6	1			1	1	87372	2	1	2		6	7	5	76	18	6	76
3748266121	3748266	1	2	1	10	1	1	1	10	1997	17	3	6	1			1	5		2	1	1	2	6	0	2	76	11	6	76
3748266131	3748266	1	3	1	10	3	2	1	7	1955	59	5	6	1			1	3	80000	1	1	2		4	9		76	9	6	76
3748267111	3748267	1	1	1	10	1	1	1	9	1942	72	1	3	1			1	2	98	2	1	2		5	11	2	76	11	6	76
3748267121	3748267	1	2	1	10	2	2	1	4	1964	51	2	3	1			2	1	89000	2	1	1	1	6	5	4	76	16	6	76
3748267131	3748267	1	3	1	10	3	1	1	9	1989	25	3	6	1			1	3	80500	2	1	2		6	2	3	76	13	6	76
3748267141	3748267	1	4	1	10	4	2	1	9	1992	22	3	6	1			1	5		2	1	1	1	6	4	2	76	15	6	76
3748267151	3748267	1	5	1	10	2	2	1	5	1935	80	5	5	1			1	3	75000	2	1	2		3	3		76	3	6	76
3748268111	3748268	1	1	1	10	1	1	1	10	1963	51	1	4	1			1	1	98	2	1	1	2	6	5	4	76	16	6	76
3748268121	3748268	1	2	1	10	2	2	1	3	1931	84	5	5	1			1	2	98	2	1	2		5	11	2	76	11	6	76
3748268131	3748268	1	3	1	10	3	2	1	6	1993	21	6	6	1			1	1	70000	2	1	2		5	11	2	76	11	6	76
3748269111	3748269	1	1	1	10	1	1	1	4	1928	87	1	3	1			1	2	200000	2	1	2		5	11	2	76	11	6	76
3748269121	3748269	1	2	1	10	2	2	1	6	1929	86	2	3	1			1	5		2	1	2		3	5		76	5	6	76
3748269131	3748269	1	3	1	10	3	1	1	9	1953	61	3	4	1			1	5		2	1	2		5	11	2	76	11	6	76
3748295111	3748295	1	1	1	10	2	1	1	8	1981	33	1	2	1			3			2	1	2		4	8		73	8	6	73
3748295121	3748295	1	2	1	10	2	2	1	7	1992	22	2	2	1			3			2	1	2		3	5		73	5	6	73
3748295131	3748295	1	3	1	10	2	2	1	11	2008	6	3		1			3			2	2	1	1	3	0		73	0	6	73
3748295141	3748295	1	4	1	10	2	1	1	11	2011	3	3		2	2					1	2	1	1	2	0		73	0	6	73
3748295151	3748295	1	5	1	10	2	2	1	10	2013	1	3		1			3			2							73		6	73
3748295161	3748295	1	6	1	10	2	2	1	10	1964	50	5	4	1			3			2	1	2		3	1		73	1	6	73
3748296111	3748296	1	1	1	10	1	2	1	3	1969	46	1	4	2	1	12				1	1	2		3	2		73	2	6	73
3748296121	3748296	1	2	1	10	1	1	1	1	1930	85	5	3	2	1	12				1	2	2		1	0		73	0	6	73
3748296131	3748296	1	3	1	10	1	2	1	1	1942	73	5	4	2	1	12				2	2	2		1	0		73	0	6	73
3748297111	3748297	1	1	1	10	1	1	1	7	1965	49	1	3	1			2	2	150000	2	1	2		5	11	2	73	11	6	73
3748297121	3748297	1	2	1	10	2	2	1	6	1969	46	2	3	1			2	5		2	1	2		5	11	2	73	11	6	73
3748297131	3748297	1	3	1	10	3	2	1	2	1990	25	3	6	1			3			2	1	1	2	6	5	3	73	16	6	73
3748297141	3748297	1	4	1	10	4	2	1	4	1991	24	3	6	1			1	1	25700	2	1	1	2	6	4	2	73	15	6	73
3748297151	3748297	1	5	1	10	5	2	1	6	1994	20	3	6	1			3			2	1	2		6	3	3	73	14	6	73
3748297161	3748297	1	6	1	10	6	1	1	4	2001	14	3	6	1			2	5		2	1	1	1	4	8		73	8	6	73
3748298111	3748298	1	1	1	10	1	1	1	4	1956	59	1	3	1			1	3	80600	2	1	2		4	9		73	9	6	73
3748298121	3748298	1	2	1	10	2	2	1	4	1962	53	2	3	1			1	5		2	1	2		3	5		73	5	6	73
3748299111	3748299	1	1	1	10	1	1	1	10	1960	54	1	3	1			3			1	1	2		5	11	2	73	11	6	73
3748299121	3748299	1	2	1	10	3	2	1	6	1964	51	2	3	1			3			2	1	2		5	11	2	73	11	6	73
3748299131	3748299	1	3	1	10	3	2	1	11	1981	33	3	4	1			3			1	1	2		6	2	3	73	13	6	73
3748299141	3748299	1	4	1	10	3	1	1	12	2007	7	4		1			3			1	1	1	1	3	1		73	1	6	73
3748318111	3748318	1	1	1	10	1	1	1	11	1950	64	1	3	1			2	5		2	1	2		3	4		8	4	6	8
3748318121	3748318	1	2	1	10	2	2	1	2	1949	66	2	3	1			2	5		2	1	2		6	3	3	8	14	6	8
3748318131	3748318	1	3	1	10	3	2	1	1	1978	37	3	2	1			1	5		2	1	1	2	6	1	2	8	12	6	8
3748318141	3748318	1	4	1	10	4	2	1	9	2002	12	4	6	1			1	5		2	1	1	2	4	6		8	6	6	8
3748318151	3748318	1	5	1	10	1	1	1	9	2009	5	4		1			1	5		2	2	1	2	2	0		8	0	6	8
3748318161	3748318	1	6	1	10	6	1	1	9	1983	31	5	2	1			1	1	26000	2	1	2		5	11	2	8	11	6	8
3748319111	3748319	1	1	1	10	1	2	1	2	1954	61	1	4	1			3			2	1	2		4	9		8	9	6	8
3748319121	3748319	1	2	1	10	1	2	1	8	1923	91	5	5	1			1	5		2	1	2		3	3		8	3	6	8
3748319131	3748319	1	3	1	10	3	1	1	5	1981	34	5	6	1			3			2	1	2		6	5	4	8	16	6	8
3748320111	3748320	1	1	1	10	1	2	1	5	1970	45	1	4	2	1	2				2	1	2		5	11	2	8	11	6	8
3748320121	3748320	1	2	1	10	2	1	1	4	1997	18	3	6	1			1	5		2	1	2		5	11	2	8	11	6	8
3748320131	3748320	1	3	1	10	1	1	1	12	2003	11	3	6	1			1	5		2	1	1	1	3	3		8	3	6	8
3748321111	3748321	1	1	1	10	1	1	1	12	1946	68	1	3	1			1	2	200000	2	1	2		5	10	1	8	10	6	8
3748321121	3748321	1	2	1	10	2	2	1	6	1945	70	2	3	1			1	5		2	1	2		3	5		8	5	6	8
3748321131	3748321	1	3	1	10	2	2	1	1	2011	4	4		1			1	5		2	2	1	2	2	0		8	0	6	8
3748322111	3748322	1	1	1	10	1	2	1	4	1965	50	1	2	2	1	12				2	1	2		6	6	5	8	17	6	8
3748322121	3748322	1	2	1	10	1	1	1	12	2005	9	3		2	1	4				2	1	1	2	3	4		8	4	6	8
3748322131	3748322	1	3	1	10	3	2	1	9	1960	54	5	6	1			3			2	1	2		6	2	3	8	13	6	8
3748323111	3748323	1	1	1	10	1	2	1	8	1955	59	1	4	1			3			2	1	2		5	11	2	8	11	6	8
3748323121	3748323	1	2	1	10	2	2	1	11	1929	85	5	5	1			3			2	1	2		1	0		8	0	6	8
3748323131	3748323	1	3	1	10	3	2	1	12	1994	20	6	6	1			3			2	1	2		4	8		8	8	6	8
3748324111	3748324	1	1	1	10	1	1	1	9	1938	76	1	3	1			1	3	80542	2	1	2		5	11	2	8	11	6	8
3748324121	3748324	1	2	1	10	2	2	1	11	1976	38	6	2	1			3			2	1	2		5	11	2	8	11	6	8
3748325111	3748325	1	1	1	10	1	2	1	7	1964	50	1	4	1			1	5		2	1	2		4	6		8	6	6	8
3748325121	3748325	1	2	1	10	2	1	1	3	1986	29	3	6	1			1	1	32000	2	1	2		6	5	4	8	16	6	8
3748325131	3748325	1	3	1	10	3	2	1	10	1994	20	3	6	1			1	5		2	1	1	1	6	1	2	8	12	6	8
3748344111	3748344	1	1	1	10	1	1	1	5	1957	58	1	3	1			1	5		2	1	2		5	11	2	68	11	6	68
3748344121	3748344	1	2	1	10	2	2	1	5	1956	59	2	3	1			1	2	155000	2	1	2		5	11	2	68	11	6	68
3748345111	3748345	1	1	1	10	1	1	1	12	1948	66	1	3	1			2	2	100000	2	1	2		6	3	3	68	14	6	68
3748345121	3748345	1	2	1	10	2	2	1	12	1959	55	2	3	1			2	5		2	1	2		6	3	3	68	14	6	68
3748345131	3748345	1	3	1	10	3	2	1	9	1983	31	3	4	1			1	5		2	1	2		6	5	3	68	16	6	68
3748345141	3748345	1	4	1	10	3	2	1	6	2012	3	4		1			1	5		2	2	2		1	0		68	0	6	68
3748345151	3748345	1	5	1	10	5	2	1	5	1997	18	9	6	2	1	3				2	1	2		5	11	2	68	11	6	68
3748346111	3748346	1	1	1	10	1	1	1	5	1962	53	1	3	1			1	3	80700	2	1	2		5	11	2	68	11	6	68
3748346121	3748346	1	2	1	10	2	2	1	1	1965	50	2	3	1			1	1	72000	2	1	2		6	5	4	68	16	6	68
3748346131	3748346	1	3	1	10	3	2	1	2	1989	26	3	6	1			1	3	80700	2	1	2		6	5	4	68	16	6	68
3748346141	3748346	1	4	1	10	2	2	1	10	1998	16	3	6	1			1	5		2	1	1	2	5	10	1	68	10	6	68
3748347111	3748347	1	1	1	10	1	2	1	3	1990	25	1	4	1			1	5		2	1	2		5	11	2	68	11	6	68
3748347121	3748347	1	2	1	10	1	2	1	12	2012	2	3		1			1	5		2							68		6	68
3748347131	3748347	1	3	1	10	3	1	1	10	1952	62	5	4	2	1	360				2	1	2		3	3		68	3	6	68
3748347141	3748347	1	4	1	10	4	1	1	11	1984	30	5	6	2	1	2				2	1	2		6	3	3	68	14	6	68
3748347151	3748347	1	5	1	10	5	2	1	1	1995	20	5	6	2	1	1				2	1	2		5	11	2	68	11	6	68
3748347161	3748347	1	6	1	10	6	1	1	6	1997	17	5	6	2	2					2	1	1	1	4	8		68	8	6	68
3748348111	3748348	1	1	1	10	1	2	1	5	1985	30	1	2	1			1	1	28700	2	1	2		4	9		68	9	6	68
3748348121	3748348	1	2	1	10	2	1	1	11	1986	28	2	2	1			1	1	38400	2	1	2		4	8		68	8	6	68
3748348131	3748348	1	3	1	10	1	2	1	8	2007	7	3		1			1	5		2	1	1	1	3	1		68	1	6	68
3748348141	3748348	1	4	1	10	1	1	1	3	2009	6	3		1			1	5		2	1	1	1	3	0		68	0	6	68
3748348151	3748348	1	5	1	10	1	2	1	12	2012	2	3		1			1	5		2							68		6	68
3748348212	3748348	2	1	2	10	1	2	1	10	1989	25	1	4	2	1	8				2	1	2		5	11	2	68	11	6	68
3748348222	3748348	2	2	2	10	1	2	1	8	2011	3	3		1			3			2	2	2		1	0		68	0	6	68
3748348313	3748348	3	1	3	10	1	1	1	12	1996	18	1	6	2	1	1				2	1	2		5	11	2	68	11	6	68
3748348323	3748348	3	2	3	10	2	1	1	1	1989	26	9	4	1			1	1	30700	2	1	2		3	3		68	3	6	68
3748349111	3748349	1	1	1	10	1	1	1	3	1964	51	1	3	1			1	4		2	1	2		3	4		68	4	6	68
3748349121	3748349	1	2	1	10	2	2	1	1	1962	53	2	3	1			3			2	1	2		5	11	2	68	11	6	68
3748349131	3748349	1	3	1	10	3	1	1	10	1987	27	3	4	2	1	1				2	1	2		4	7		68	7	6	68
3748349141	3748349	1	4	1	10	3	1	1	9	2011	3	4		1			3			2	2	2		1	0		68	0	6	68
3748349151	3748349	1	5	1	10	5	2	1	3	1990	25	3	4	1			3			2	1	2		6	1	3	68	12	6	68
3748349161	3748349	1	6	1	10	5	1	1	7	2010	4	4		1			3			2	2	2		1	0		68	0	6	68
3748350111	3748350	1	1	1	10	1	1	1	3	1976	39	1	3	1			1	3	80600	2	1	2		5	11	2	68	11	6	68
3748350121	3748350	1	2	1	10	2	2	1	4	1977	38	2	3	1			1	5		2	1	2		5	11	2	68	11	6	68
3748350131	3748350	1	3	1	10	3	2	1	4	1991	24	3	6	1			1	5		2	1	1	2	6	3	2	68	14	6	68
3748350141	3748350	1	4	1	10	4	1	1	5	1995	20	3	6	1			1	1	36000	1	1	2		5	11	2	68	11	6	68
3748350151	3748350	1	5	1	10	1	2	1	5	2000	15	3	6	1			1	5		2	1	2		4	9		68	9	6	68
3748350161	3748350	1	6	1	10	1	1	1	10	2005	9	3		1			1	5		2	1	1	2	3	3		68	3	6	68
3748351111	3748351	1	1	1	10	1	1	1	2	1976	39	1	3	1			1	3	80600	1	1	2		3	5		68	5	6	68
3748351121	3748351	1	2	1	10	2	2	1	3	1978	37	2	3	1			3			2	1	2		3	5		68	5	6	68
3748351131	3748351	1	3	1	10	3	2	1	9	1997	17	3	6	1			3			2	1	1	2	6	0	2	68	11	6	68
3748351141	3748351	1	4	1	10	2	2	1	8	2003	11	3	6	1			3			2	1	1	1	4	0		68	5	6	68
3748351151	3748351	1	5	1	10	2	2	1	4	2014	1	3		1			3			2							68		6	68
3748352111	3748352	1	1	1	10	1	2	1	11	1972	42	1	5	1			3			1	1	2		3	5		68	5	6	68
3748352121	3748352	1	2	1	10	2	1	1	12	1996	18	3	6	1			3			2	1	2		5	11	2	68	11	6	68
3748352131	3748352	1	3	1	10	1	1	1	12	2011	3	4		1			3			2	2	1	1	2	0		68	0	6	68
3748353111	3748353	1	1	1	10	1	2	1	3	1960	55	1	4	2	1	60				1	1	2		3	5		68	5	6	68
3748353121	3748353	1	2	1	10	2	1	1	9	1993	21	3	6	1			1	1	28000	2	1	2		5	11	2	68	11	6	68
3748353131	3748353	1	3	1	10	3	1	1	1	1989	26	3	4	1			1	1	28000	2	1	2		4	9		68	9	6	68
3748353141	3748353	1	4	1	10	4	1	1	7	1991	23	3	4	2	1	12				2	1	2		5	11	2	68	11	6	68
3748353151	3748353	1	5	1	10	5	1	1	1	1996	19	9	6	1			1	1	38000	2	1	2		5	11	2	68	11	6	68
3748354111	3748354	1	1	1	10	3	1	1	1	1938	77	1	3	1			1	3	80600	2	1	2		3	5		68	5	6	68
3748354121	3748354	1	2	1	10	2	2	1	10	1939	75	2	3	1			1	5		2	1	2		3	5		68	5	6	68
3748354131	3748354	1	3	1	10	3	1	1	7	1965	49	3	4	1			1	1	80000	2	1	2		6	5	4	68	16	6	68
3748354141	3748354	1	4	1	10	3	2	1	7	1998	16	4	6	1			1	5		2	1	1	2	5	10	1	68	10	6	68
3748355111	3748355	1	1	1	10	1	1	1	4	1979	36	1	3	1			2	1	80000	2	1	2		5	11	2	68	11	6	68
3748355121	3748355	1	2	1	10	2	2	1	5	1982	33	2	3	1			2	5		2	1	2		5	11	2	68	11	6	68
